Title,Author,ID,Date_updated,Rating,Pairing,Warning,Complete,Language,Word_count,Num_chapters,Num_comments,Num_kudos,Num_bookmarks,Num_hits
Hold Back the River (Let Me Look in Your Eyes),stiltsrosko,44939662,11 Feb 2023,General Audiences,F/M,Major Character Death,Complete Work,English,"1,557",1,9,16,1,222
Let´s get married!,Escharis,44944426,11 Feb 2023,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,882,2,2,20,3,245
Yularen Goes to Jail,Luxs_Sister,44944951,11 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"1,158",1,0,10,2,47
Dungeons and Droids,Maltacus,44944360,11 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"2,127",1,6,17,5,217
sun of the son,rxsecret,40402071,11 Feb 2023,General Audiences,"F/F, F/M, Gen, Multi",Choose Not To Use Archive Warnings,Work in Progress,English,"78,531",11,228,524,190,17745
Hard rain gonna fall,Wolviecat,42465585,11 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Work in Progress,English,"2,047",3,4,24,2,321
[кожаные подстаканники] horny coasters,WTF Lya ty krysa 2023 (lyatykrysa),44943223,11 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,Русский,49,1,10,60,0,224
Boredom and Fifty Cases of Nerf Nuggets,RubyStiff89,44942950,11 Feb 2023,General Audiences,Other,"Choose Not To Use Archive Warnings, No Archive Warnings Apply",Complete Work,English,"6,140",1,12,49,8,239
"hold my hand while I breathe, knowing you are no longer here",Gore_Hound,44968165,11 Feb 2023,General Audiences,No category,Choose Not To Use Archive Warnings,Complete Work,English,"2,065",1,0,0,0,14
[Earrings] May the Force Be With You | [Серьги] Да пребудет с тобой Сила,Melidira,44921626,11 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,21,1,10,44,0,146
Мифологический подтекст последней трилогии «Звёздных войн» в разрезе отношений дядя-племянник,girl_of_jade,44919040,11 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,Русский,"3,899",1,9,42,0,147
General's Improbable Moms,lothya,44839972,11 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,12,1,6,42,1,197
"[Cosplay] Bless Me, Father | Благословите меня, отец",La_Signorina_Verdi,44815555,11 Feb 2023,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,21,1,18,77,0,325
"[Cosplay] Kyla, the Mad Queen of Ren | Кайла, безумная королева Рен",lothya,44794471,11 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,21,1,18,53,0,184
[Embroidery Brooch] The Light Side Butterfly | [Вышитая брошь] Бабочка светлой стороны,Melidira,44627842,11 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,21,1,10,50,0,201
[BJD Cosplay] Danger and Threat | Явная угроза,noirobscur,44534287,11 Feb 2023,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,21,1,20,70,1,273
[Embroidery badge] General Starkiller | [Вышитый значок] Генерал Старкиллер,Melidira,42964275,11 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,21,1,16,62,0,203
The Opportunity,TsunamiWolf,44941162,11 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"7,164",6,0,0,0,17
[Fanmix] Музыка Юты,Annette_N,44939290,11 Feb 2023,General Audiences,"Gen, M/M",No Archive Warnings Apply,Complete Work,English,0,1,0,7,0,73
Beroya’s History of Counting,AdelaideAnagram,44887789,11 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Work in Progress,English,859,1,0,1,0,4
fallin' for ya,onthe_edge,44937451,11 Feb 2023,General Audiences,"F/M, Other",No Archive Warnings Apply,Complete Work,English,"1,061",1,3,34,2,287
Duel for a Kiss,MasterOfMemez96,44937475,11 Feb 2023,General Audiences,F/F,No Archive Warnings Apply,Complete Work,English,357,1,0,2,0,39
Nau'ul (Candlelight),Livfiction,44936779,10 Feb 2023,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,"2,270",1,2,81,12,567
Ruby and Gold,lilhawkeye3,25568200,11 Feb 2023,General Audiences,"F/M, Gen",No Archive Warnings Apply,Work in Progress,English,"27,985",17,476,1076,175,23417
The Baby Batch,Cuthalion97,44913247,11 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"5,806",2,33,78,10,513
Seeing The Stars With You,skylarkblue,44934472,11 Feb 2023,General Audiences,F/F,No Archive Warnings Apply,Complete Work,English,100,1,0,3,0,8
this sentimental heart,Silvercyclops,44934022,11 Feb 2023,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,429,1,0,0,0,5
For Fox,redroverrider,44932879,10 Feb 2023,General Audiences,F/M,No Archive Warnings Apply,Complete Work,English,453,1,12,38,0,270
The Fever Campaign,MCU_Supersoldiers_Etc,44931880,11 Feb 2023,General Audiences,M/M,"Choose Not To Use Archive Warnings, No Archive Warnings Apply",Complete Work,English,"1,880",1,0,29,2,201
The Fault in our Stars AU,EviesWIPs (EviesWIPS),44931622,11 Feb 2023,General Audiences,M/M,"Choose Not To Use Archive Warnings, Major Character Death",Complete Work,English,"7,508",1,6,16,2,173
Safeguards,wanderingjedihistorian (RangerJedi67),44931205,10 Feb 2023,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,"1,662",1,14,132,4,717
melee weapons and close quarter combat,MadHare0512,44930788,10 Feb 2023,General Audiences,"Gen, M/M",No Archive Warnings Apply,Complete Work,English,153,1,2,14,0,189
The Clubhouse kids,redbluedragon11,26553631,10 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Work in Progress,English,"32,434",14,0,2,1,126
Holding the Line,picklebridge,44930434,10 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"2,262",1,3,49,11,164
Trauma we can share,AnonymousStoneFairyHero,39423555,10 Feb 2023,General Audiences,No category,Choose Not To Use Archive Warnings,Work in Progress,English,"16,029",10,27,115,14,2181
And autumn comes when you're not ready yet,AnneOwl2803,44445571,10 Feb 2023,General Audiences,"F/M, Gen, Multi",No Archive Warnings Apply,Work in Progress,English,"3,016",3,42,202,46,2980
Nightclub Undercover,ReneeoftheStars,44928616,10 Feb 2023,General Audiences,No category,No Archive Warnings Apply,Complete Work,English,674,1,0,2,0,11
[Podfic] Runi be Mand'alor,LadyMest,44928481,10 Feb 2023,General Audiences,M/M,No Archive Warnings Apply,Complete Work,Русский,0,1,0,6,0,44
[Аналитика] О шикарном плане мадам директор,WTF SW Isard x Palpatine 2023 (fandom_SW_rare_pairings_2022),44928178,10 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,Русский,"1,298",1,2,10,0,49
[Banners Set] The Time of the Youth,FlexFlex,44837143,10 Feb 2023,General Audiences,"F/M, Gen",No Archive Warnings Apply,Complete Work,English,10,1,3,17,0,84
"In Which, Jocasta Nu is a Protective Grandma",ACKenobi11,44927980,10 Feb 2023,General Audiences,Gen,Major Character Death,Complete Work,English,"2,219",1,31,154,22,1577
B3. Build,hulkling616,44927188,10 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,100,1,0,2,0,40
The Holy Trinity Of Bounty Hunters,WhoBarkerDwarfer2,44925778,10 Feb 2023,General Audiences,Multi,No Archive Warnings Apply,Complete Work,English,179,1,0,1,0,87
You’re weaving a rope of sand,Gore_Hound,44925331,10 Feb 2023,General Audiences,No category,Choose Not To Use Archive Warnings,Complete Work,English,"1,622",1,0,1,0,21
We never talk about Difficult Things,notyouraveragesofia,44924638,10 Feb 2023,General Audiences,F/M,No Archive Warnings Apply,Complete Work,English,"1,138",1,10,68,2,409
everything stays (but it still changes),Anonymous,44924473,10 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"1,250",1,3,54,7,548
The temple,Meganhs,44924149,10 Feb 2023,General Audiences,F/M,No Archive Warnings Apply,Complete Work,English,"10,228",5,1,3,1,114
Distractions,Bispaceace,44923258,10 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"5,499",1,24,115,14,768
Just keep on breathing,Wolviecat,44922925,10 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,963,1,6,16,1,135
"[Handmade] [Visual story] Помогите, нас связали!",WTF SW Isard x Palpatine 2023 (fandom_SW_rare_pairings_2022),44922763,10 Feb 2023,General Audiences,F/M,No Archive Warnings Apply,Complete Work,Русский,22,1,6,30,0,137
Tech-ology: Vol. II - A Collection of Tech-Centric and Bad Batch Short Stories,Aelfwynn,44372011,10 Feb 2023,General Audiences,Gen,Choose Not To Use Archive Warnings,Work in Progress,English,"4,881",2,29,31,4,385
The Snake,layeaa,44918689,10 Feb 2023,General Audiences,No category,Choose Not To Use Archive Warnings,Work in Progress,English,"1,496",1,0,4,0,37
Goodbye Doesn't Mean Forever,PsychedelicCowgirl,44916421,10 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"3,297",1,12,53,14,355
i saw waves lifting the sea,TelerinJedi,44915563,10 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"1,667",1,0,26,0,107
Mari's Way Of Looking,Wonder_xoxo,44915458,10 Feb 2023,General Audiences,"Gen, Other",Choose Not To Use Archive Warnings,Complete Work,English,719,1,0,4,0,59
Boy Meets Jedi,Penultimate1,43707141,10 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Work in Progress,English,"6,340",3,11,24,5,819
Padawan Ceremony,LuminousBeingsAreWe (Jennifer_Perry12),44913820,10 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"1,110",1,9,7,2,173
Hearts Beat True,Lykkirykki,44913721,09 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,918,1,3,41,6,445
Reflection in the Window,PaxDuane,44913544,10 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"1,433",1,2,10,2,45
A Brother Is Forever,Noir_Kabuki,44912869,10 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"1,123",1,6,66,10,465
Secrets of the Force | Febuwhump Day 6,TwentyFunnyBunnies,44912638,10 Feb 2023,General Audiences,Gen,Choose Not To Use Archive Warnings,Complete Work,English,"1,922",1,2,48,8,665
Jedi Sanctioned Plant Attachment,PrinceJakeFireCake,44909359,10 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"4,243",1,21,87,15,511
After,rose_griffes,44909137,09 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,596,1,4,16,1,56
Force Osik and Other Jedi Shenanigans,nephilimswitchlight,44908216,09 Feb 2023,General Audiences,M/M,No Archive Warnings Apply,Work in Progress,English,"1,477",1,3,25,1,181
You're my brother and I love you (that's the truth),ghostmist,44907898,09 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"1,279",1,14,71,10,536
Sneaking Suspicions,ghostofskywalker,44907712,09 Feb 2023,General Audiences,F/M,No Archive Warnings Apply,Complete Work,English,"1,191",1,0,27,1,390
Missing Scenes (TBB S2E7-8),GunRoswell (GunRoswall),44906605,09 Feb 2023,General Audiences,Gen,Choose Not To Use Archive Warnings,Complete Work,English,"2,267",4,2,18,1,286
"Maury, The Lost Tapes, pt. 1",Joseph_Gillis,44905987,09 Feb 2023,General Audiences,Gen,"Choose Not To Use Archive Warnings, No Archive Warnings Apply",Complete Work,English,"1,025",1,0,0,0,10
Coruscant Calling,countessofbiscuit,44905123,09 Feb 2023,General Audiences,F/M,No Archive Warnings Apply,Complete Work,English,100,1,1,27,2,438
"get along, for a while",softlysuited,44904535,09 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Work in Progress,English,"2,297",1,6,24,1,201
Grogu’s Dream,WhoBarkerDwarfer2,44903071,09 Feb 2023,General Audiences,Other,No Archive Warnings Apply,Complete Work,English,135,1,0,5,0,70
((home movie: rockets)),Exasperated_Author,44901148,09 Feb 2023,General Audiences,Gen,Choose Not To Use Archive Warnings,Work in Progress,English,"1,603",1,6,44,6,315
[Podfic of] But I'm content,Flowerparrish Pods (Flowerparrish),44900938,09 Feb 2023,General Audiences,F/M,No Archive Warnings Apply,Complete Work,English,25,1,4,2,0,77
Sermo est imago animi,Gore_Hound,44899639,09 Feb 2023,General Audiences,No category,Choose Not To Use Archive Warnings,Complete Work,English,"3,175",1,0,2,0,28
The New Grandpadawan,S_C_G,44788999,09 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"1,505",1,18,236,24,1575
olarom,rakketyrivertam,44898436,09 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,718,1,4,37,1,363
What the Force Reveals,MapleWritesFanFiction101,44912701,09 Feb 2023,General Audiences,No category,No Archive Warnings Apply,Complete Work,English,"1,744",1,9,39,5,396
"Star Wars: I am a Jedi, Like My Father Before, and My Daughter After, Me",Haicrys,38370430,09 Feb 2023,General Audiences,"F/M, F/F",No Archive Warnings Apply,Work in Progress,English,"56,713",13,86,80,44,7607
One True Relationship,VerseNaberrie,44897704,10 Feb 2023,General Audiences,F/M,Choose Not To Use Archive Warnings,Work in Progress,English,50,2,0,6,0,81
louder than words,Siderea,44897356,09 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,310,1,4,32,2,275
[Art] Family Picnic | Семейный пикник,WTF Kylux and Co 2023 (Our_Own_Star_Wars),44870335,09 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,21,1,8,53,0,236
Below the Waves Lies a Storm,stiltsrosko,44895946,09 Feb 2023,General Audiences,No category,No Archive Warnings Apply,Complete Work,English,"3,718",1,6,21,4,225
My Dear Warrior,Dramaul,44894011,09 Feb 2023,General Audiences,F/M,Graphic Depictions Of Violence,Complete Work,English,782,1,0,0,0,32
It's A Serape,WeeBeeBooks (BookofBeesSneeze),44893066,09 Feb 2023,General Audiences,Other,No Archive Warnings Apply,Complete Work,English,"1,346",1,12,21,4,153
I’ve Got my Eye on You,Your_local_cryptid13,44161486,09 Feb 2023,General Audiences,M/M,Choose Not To Use Archive Warnings,Work in Progress,English,"22,202",6,29,28,7,578
"So Long, Goodbye",viiperfang,44892403,09 Feb 2023,General Audiences,No category,No Archive Warnings Apply,Complete Work,English,900,1,6,38,6,309
The real truth,PHL_Plane_Spotter,44891959,09 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,764,1,0,0,0,85
War inescapable,Gandalf_Stormcrow,41344182,09 Feb 2023,General Audiences,No category,Choose Not To Use Archive Warnings,Complete Work,English,"3,660",3,9,48,9,753
he ain't heavy,always_a_slut_for_hc,44891464,08 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"1,911",1,19,134,13,558
We Start With Stars In Our Eyes,ExstistentialCanadian,44891254,09 Feb 2023,General Audiences,No category,No Archive Warnings Apply,Complete Work,English,775,1,0,14,1,82
Hide and Go Fish,Deceitful_me,44890804,09 Feb 2023,General Audiences,No category,No Archive Warnings Apply,Complete Work,English,641,1,10,93,10,659
"Risen From the Ashes, I Am Here",duskto_dawn6,42136581,08 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Work in Progress,English,"13,066",4,12,111,22,2350
When the Fire Goes Out,Optimistique,44618737,09 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"26,075",6,75,121,8,1955
my home is you,Flowerparrish,44889529,09 Feb 2023,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,226,1,2,26,2,193
Training Days,icandrawamoth,44889097,09 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,284,1,0,4,1,24
A Little Overenthusiastic,wanderingjedihistorian (RangerJedi67),44887678,08 Feb 2023,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,"1,152",1,24,177,10,937
Trust and Hope,TechIllustrator2002,44522818,08 Feb 2023,General Audiences,Gen,Choose Not To Use Archive Warnings,Work in Progress,English,"11,463",4,22,83,5,1671
The People v. Din Djarin,Mandaloria593,44885857,08 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"1,134",1,24,63,11,303
Children Are Our Future,Obligatory_Trope_Insert,44884810,08 Feb 2023,General Audiences,"Gen, M/M",No Archive Warnings Apply,Complete Work,English,"3,364",1,4,2,1,25
One with the Force,ShaleenStark,27896785,08 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Work in Progress,English,"214,427",17,551,2207,776,91725
L'ombre et le miroir,Nelja,44882920,08 Feb 2023,General Audiences,F/F,No Archive Warnings Apply,Complete Work,Français,97,1,10,7,0,22
I Want To Remember (Captain Rex x Fem Reader),TheNightPrincess,44882914,08 Feb 2023,General Audiences,F/M,No Archive Warnings Apply,Complete Work,English,"1,165",1,2,17,1,258
[podfic of] it's nice to have a friend,Flowerparrish Pods (Flowerparrish),44882623,08 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,28,1,4,2,0,12
Grogu and his tired Bo'buir,Eggtoddy,44882545,08 Feb 2023,General Audiences,"Gen, M/M",No Archive Warnings Apply,Complete Work,English,371,1,2,84,8,582
A Jedi’s Jealousy,TwilightOfHope,44865376,08 Feb 2023,General Audiences,F/M,No Archive Warnings Apply,Complete Work,English,"4,162",1,4,29,3,266
Always I'll Care,S_G_Dorrity,44880886,08 Feb 2023,General Audiences,No category,No Archive Warnings Apply,Complete Work,English,655,1,0,26,3,388
The Force Does Not Pick Favourites (Except When It Does),PrinceJakeFireCake,43528836,08 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Work in Progress,English,"3,357",2,12,157,9,1445
fate leads the willing and drags the unwilling,Gore_Hound,44879653,08 Feb 2023,General Audiences,No category,Choose Not To Use Archive Warnings,Complete Work,English,"4,008",1,2,20,3,136
The Suns of Tatooine,MountainMann,44879089,08 Feb 2023,General Audiences,M/M,Choose Not To Use Archive Warnings,Complete Work,English,242,1,0,44,7,449
Tally Marks,literallyjustanerd,44878804,08 Feb 2023,General Audiences,No category,Major Character Death,Complete Work,English,"2,540",1,0,10,0,63
How I started to look at you differently,Archonate_Soerwen,44878771,08 Feb 2023,General Audiences,F/M,Choose Not To Use Archive Warnings,Complete Work,English,"7,528",1,0,6,0,146
Shelter in the Storm,eternalqueenofthemyscira,44878072,08 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"1,198",1,2,45,2,292
Families of Choice,helo572,44877916,08 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"1,871",1,15,110,16,546
Character/OTP Playlists (Multiple Fandoms),the_boy_kings_writings,29122620,08 Feb 2023,General Audiences,"F/M, M/M",No Archive Warnings Apply,Work in Progress,English,"3,631",14,3,14,1,646
This Bond Between Us (Can't Be Broken),stiltsrosko,44871355,08 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"3,148",1,9,33,8,345
a thousand ways (to go home again),ruinofsilver,44872153,08 Feb 2023,General Audiences,F/M,Choose Not To Use Archive Warnings,Work in Progress,English,"3,829",1,5,7,2,51
Dreamland,Exasperated_Author,44872102,08 Feb 2023,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,"1,199",1,0,2,0,62
Firing on all thrusters,Elasmo,44871490,08 Feb 2023,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,586,1,3,31,6,248
For Now,purplesong,44871370,08 Feb 2023,General Audiences,F/M,No Archive Warnings Apply,Complete Work,English,"5,934",1,14,98,10,1408
No More Wasted Time,Meilan_Firaga,44871304,08 Feb 2023,General Audiences,F/F,Choose Not To Use Archive Warnings,Complete Work,English,500,1,3,8,1,32
【翻译】你能看见之处,lxk_atreegrowsinoc,44870896,08 Feb 2023,General Audiences,M/M,No Archive Warnings Apply,Complete Work,中文-普通话 國語,"8,546",1,0,4,2,41
100 Incorrect Quotes of Clones Wars,Wonder_xoxo,44846740,08 Feb 2023,General Audiences,Gen,Choose Not To Use Archive Warnings,Complete Work,English,"5,031",100,0,9,0,84
Sweet dreams,Graylines,44869285,08 Feb 2023,General Audiences,No category,No Archive Warnings Apply,Complete Work,English,"4,179",1,2,27,2,280
Sick Day,Wonder_xoxo,44868622,08 Feb 2023,General Audiences,"Gen, Other",Choose Not To Use Archive Warnings,Complete Work,English,645,1,0,4,0,93
stolen kiss,kazhan,44867305,08 Feb 2023,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,81,1,6,50,3,400
The Captive and The Warrior,stolen_pen_name23,44866618,08 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"1,734",1,15,159,14,997
Three Steps Too Far,thosewhowanderwithfire,41749017,08 Feb 2023,General Audiences,No category,Choose Not To Use Archive Warnings,Work in Progress,English,"2,664",2,14,134,27,829
Through the Night,CapGirlCanuck,44866123,07 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"2,282",1,12,55,9,348
God of War and Star Wars Crossover!,Derpy_Potato,44864485,07 Feb 2023,General Audiences,No category,"Graphic Depictions Of Violence, Major Character Death",Work in Progress,English,"1,480",1,2,18,4,301
(K)limbing on Kashyyyk,KoalaRen (Koala2001),44864176,08 Feb 2023,General Audiences,No category,No Archive Warnings Apply,Complete Work,English,0,1,3,17,0,96
One-Word Love Story,prahacat,44857213,07 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"3,946",1,8,109,16,597
The wishes of the children are the truths of the adults,SeaNarine,44860807,07 Feb 2023,General Audiences,Gen,Choose Not To Use Archive Warnings,Work in Progress,English,"1,105",1,3,128,31,1501
"maybe, if we're kind, we'll all be alright",anxiety_banana,44856475,07 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"1,069",1,18,99,13,732
Boba and Fennec’s Surprise,WhoBarkerDwarfer2,44860327,07 Feb 2023,General Audiences,F/M,No Archive Warnings Apply,Complete Work,English,132,1,0,1,0,45
Guard Dog,daydream_cement,44860285,07 Feb 2023,General Audiences,F/F,Choose Not To Use Archive Warnings,Complete Work,English,658,1,3,34,2,262
Serenno royal ball,YaoYaoSha,44859898,07 Feb 2023,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,39,1,2,13,1,143
To renew an unspeakable grief,Gore_Hound,44856088,07 Feb 2023,General Audiences,No category,Choose Not To Use Archive Warnings,Complete Work,English,"4,190",1,0,5,0,35
What it was like to live,Petra,44856028,07 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"1,505",1,6,19,3,118
Top 25 Non-M/M Ships 2023,ShinyHalo115,44855845,07 Feb 2023,General Audiences,"F/F, F/M, Gen",No Archive Warnings Apply,Work in Progress,English,329,1,1,1,0,87
Tales from the Coruscant Guard,Captain_Amelia,43175274,07 Feb 2023,General Audiences,Other,Choose Not To Use Archive Warnings,Work in Progress,English,"3,967",5,0,15,1,339
How Body Swapping Saved the Galaxy,EmeraldSpring,23571037,07 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Work in Progress,English,"9,135",10,129,434,64,8422
Ori'Vod,ace_ofspades,44853322,07 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"4,574",2,0,21,5,173
hope you're keeping warm,Flowerparrish,44883232,07 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,340,1,0,27,3,125
joy ride,Silvercyclops,44868427,07 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,569,1,0,3,0,18
it's nice to have a friend,kbirb,44865556,07 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,400,1,4,6,2,71
Lead The Way Captain,Losermultifandomidiot,44828296,07 Feb 2023,General Audiences,Other,Choose Not To Use Archive Warnings,Complete Work,English,840,1,0,8,1,118
Rituals,helo572,44851072,07 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"1,218",1,4,73,9,415
First Night at Hoth,AteIsa,44849131,07 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"2,185",1,0,5,1,35
"(Mis)adventures in A Galaxy Far, Far Away",Imlaxdris1771,44848654,07 Feb 2023,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,412,1,1,11,1,78
"The Mandalorian, as told by the title character",RheaShay,44846395,07 Feb 2023,General Audiences,No category,No Archive Warnings Apply,Complete Work,English,"14,087",16,2,1,0,73
Donde un acto samaritano mueve las olas,MartinTello15,44846779,07 Feb 2023,General Audiences,Gen,"Choose Not To Use Archive Warnings, No Archive Warnings Apply",Complete Work,Español,"2,021",1,4,2,0,19
hands have been clenched in a fist too long,always_a_slut_for_hc,44846392,07 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"1,361",1,23,341,36,1324
ori'vode,TelerinJedi,44845546,07 Feb 2023,General Audiences,Gen,Choose Not To Use Archive Warnings,Complete Work,English,854,1,6,47,1,334
That ‘Oh’ Moment,WaitingForMy,44844433,07 Feb 2023,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,"3,429",2,12,88,5,578
dive (back) in time,nielzikyungwoon,39614232,07 Feb 2023,General Audiences,M/M,No Archive Warnings Apply,Work in Progress,English,"4,461",3,3,59,7,599
Weighty Words & Weighted Blankets,WiseOwl18,44842753,07 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"2,031",2,17,192,46,1127
Lonely Shadows Following Me,Triscribe,44840974,06 Feb 2023,General Audiences,No category,No Archive Warnings Apply,Complete Work,English,572,1,22,289,31,1287
What Were They Thinking??,Seasider,44840176,06 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,562,1,4,12,3,103
In the heart of a Jedi lies their strength,Dorthea,44839204,06 Feb 2023,General Audiences,No category,Choose Not To Use Archive Warnings,Complete Work,English,"4,851",1,0,30,2,240
Remember the pacts of our youth,romanesque,44838916,06 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"7,511",1,5,99,7,755
So Eden Sank to Grief,elismor_aswell,44837776,06 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"1,182",1,4,6,1,49
A Ewok Fiesta,WhoBarkerDwarfer2,44836372,06 Feb 2023,General Audiences,"M/M, Other",No Archive Warnings Apply,Complete Work,English,324,1,0,5,0,154
Banes Herz,Stag_Stopa,44836255,06 Feb 2023,General Audiences,F/M,No Archive Warnings Apply,Complete Work,Deutsch,100,1,0,1,1,18
Enemy of My Enemy,stiltsrosko,44825905,06 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"3,149",1,12,38,7,353
Burcyan,Marmotta,44813482,06 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"2,443",1,1,29,3,357
Blanket Statement,marshMeister,44833510,06 Feb 2023,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,"6,079",1,33,239,57,902
Defying Expectations,Thunder_and_Tea,36684169,06 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Work in Progress,English,"75,650",16,405,2127,686,49900
A Discussion on Hair and Girls,AteIsa,44828332,06 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,925,1,2,5,0,63
The Floating Fruit Of Naboo - A Oneshot,AteIsa,44828203,06 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"1,884",1,2,6,0,65
Post tenebras lux,Gore_Hound,44827009,06 Feb 2023,General Audiences,No category,Choose Not To Use Archive Warnings,Complete Work,English,"4,402",1,1,7,2,136
Worm Food,Skierunner,44824717,06 Feb 2023,General Audiences,"Gen, Other",No Archive Warnings Apply,Complete Work,English,"1,989",1,13,59,11,340
Frozen in Time,CourtesyTrefflin,44817514,06 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"4,866",1,10,106,15,886
