Title,Author,ID,Date_updated,Rating,Pairing,Warning,Complete,Language,Word_count,Num_chapters,Num_comments,Num_kudos,Num_bookmarks,Num_hits
Making Bo'bavodu (Uncle Boba) Happy,Panic_CelestialInk,42674373,21 Feb 2023,General Audiences,"F/M, Gen, M/M",No Archive Warnings Apply,Work in Progress,English,"22,500",6,165,867,247,11703
Feeling Hope Again,itsinthestars,45220480,21 Feb 2023,General Audiences,F/M,Choose Not To Use Archive Warnings,Complete Work,English,620,1,2,15,0,159
"Section One, Rule 11; or, What Legs are Not For",amaroq,45219343,21 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"1,517",1,6,18,3,128
The French Incident,AlwaysEverlark,44849482,21 Feb 2023,General Audiences,F/M,No Archive Warnings Apply,Complete Work,English,"1,208",1,37,134,5,868
Prayers Answered,Blue_Sunshine,45219085,21 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"1,078",1,6,87,7,538
like my father before me (I am more than I appear),Blue_Sunshine,45218638,21 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,563,1,3,128,8,1282
Absolution,Blue_Sunshine,45218425,21 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,509,1,14,209,15,1224
The Refugee AU,Blue_Sunshine,45218245,21 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,550,1,19,266,24,1630
Destiny Will Not Be Denied,Blue_Sunshine,45218077,21 Feb 2023,General Audiences,Gen,Major Character Death,Complete Work,English,928,1,8,126,8,992
The Carbonite King,Blue_Sunshine,45217867,21 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,655,1,16,221,34,1096
Royal Blood,Blue_Sunshine,45217669,20 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,372,1,6,94,5,491
"We Were Only Human, My Love",Blue_Sunshine,45217480,20 Feb 2023,General Audiences,F/M,No Archive Warnings Apply,Complete Work,English,"1,005",1,4,55,3,342
Trapped Together,dreaminghour,45217417,21 Feb 2023,General Audiences,F/F,No Archive Warnings Apply,Complete Work,English,838,1,0,3,0,28
"Drawers, Datapads, and Deferred Words",ahsokathegray,45215236,21 Feb 2023,General Audiences,F/M,No Archive Warnings Apply,Complete Work,English,"5,890",1,31,94,9,563
The Life You Deserved,stiltsrosko,45210631,20 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"2,256",1,10,20,3,181
Excellent Strategic Planning,wanderingjedihistorian (RangerJedi67),45209872,20 Feb 2023,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,"1,966",1,47,223,11,1203
Captain Rex and the Long Night,Seasider,45208876,20 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"2,045",1,12,53,7,720
Silenced,stiltsrosko,45209098,20 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"2,175",1,10,27,3,242
Star Wars: Heir to Mandalore,Aristotle_410,37810177,20 Feb 2023,General Audiences,No category,Choose Not To Use Archive Warnings,Work in Progress,English,"51,359",9,23,98,29,4352
Next Steps,anikinandpadme,45203428,20 Feb 2023,General Audiences,F/M,No Archive Warnings Apply,Complete Work,English,"31,287",28,0,10,3,445
are you an angel?,gaylaxylvr (fluffyledollabean),45207040,21 Feb 2023,General Audiences,F/M,No Archive Warnings Apply,Complete Work,English,"1,047",2,2,16,1,160
What They Thought As They Said Goodbye,WhoBarkerDwarfer2,45206275,21 Feb 2023,General Audiences,Other,No Archive Warnings Apply,Complete Work,English,354,1,0,4,0,166
mi media naranja,discopooltoy,45204706,20 Feb 2023,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,461,1,2,6,0,84
Ship to Wreck,Garance,45204733,20 Feb 2023,General Audiences,M/M,"Choose Not To Use Archive Warnings, No Archive Warnings Apply",Complete Work,Français,"1,005",1,2,8,0,46
Longing,CourtesyTrefflin,45183541,20 Feb 2023,General Audiences,F/M,No Archive Warnings Apply,Complete Work,English,"9,356",1,10,32,6,287
Mirror,CourtesyTrefflin,45183241,20 Feb 2023,General Audiences,"F/M, Gen",No Archive Warnings Apply,Complete Work,English,"2,534",1,2,36,2,348
"In Which, Anakin Skywalker Kills Palpatine",ACKenobi11,45204133,20 Feb 2023,General Audiences,Gen,Major Character Death,Complete Work,English,597,1,31,147,13,1219
Unofficial Rules of the SSD Executor,amaroq,44995417,20 Feb 2023,General Audiences,No category,No Archive Warnings Apply,Work in Progress,English,"5,938",3,19,17,3,267
the breaking point,mballyntyne,45203485,20 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"1,187",1,8,122,9,888
Clone Wars,anikinandpadme,45202975,20 Feb 2023,General Audiences,F/M,No Archive Warnings Apply,Complete Work,English,"10,326",12,0,5,2,175
Starcrossed,aundreathewriter,44343754,20 Feb 2023,General Audiences,F/M,No Archive Warnings Apply,Work in Progress,English,"9,632",5,0,12,3,206
How Do We Honor The Dead?,GuildofScribes,45201862,20 Feb 2023,General Audiences,No category,Choose Not To Use Archive Warnings,Complete Work,English,"1,048",1,0,17,0,199
"In Which, Jango Fett Kills Palpatine",ACKenobi11,45200911,20 Feb 2023,General Audiences,Gen,Major Character Death,Complete Work,English,386,1,11,68,4,519
Soft Touches,ghostofskywalker,45200884,20 Feb 2023,General Audiences,Multi,No Archive Warnings Apply,Complete Work,English,571,1,1,17,1,157
is he human?,VenusAndVibes,45200794,20 Feb 2023,General Audiences,Other,No Archive Warnings Apply,Complete Work,English,"1,062",1,0,19,2,143
Difficutie,the_rain_on_kamino,45200212,20 Feb 2023,General Audiences,Other,Choose Not To Use Archive Warnings,Complete Work,English,522,1,2,18,0,143
Tin Can (Din Djarin/Reader),writingtoforgetreality,45198895,20 Feb 2023,General Audiences,"F/M, Gen",Choose Not To Use Archive Warnings,Complete Work,English,"2,141",1,1,33,3,590
Art series: The Fallen Council,Kiyoykin,44757052,20 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,Русский,0,5,6,49,2,369
Not a Bed,Wixiany,45198724,20 Feb 2023,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,"1,020",1,4,59,0,352
Where Nightmares Lead,MapleWritesFanFiction101,45212308,20 Feb 2023,General Audiences,No category,No Archive Warnings Apply,Complete Work,English,"1,669",1,0,25,0,300
"I remember you, and so you are eternal",nottheoneyouwant,45206368,20 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"2,558",1,0,9,0,37
Generations II,madame_alexandra,44314603,20 Feb 2023,General Audiences,"F/M, Gen",No Archive Warnings Apply,Work in Progress,English,"8,263",3,43,86,3,1101
Vigil,SecretAgentIx,45197425,20 Feb 2023,General Audiences,"Gen, M/M",No Archive Warnings Apply,Complete Work,English,"5,390",1,5,101,8,643
Captured in a Frame,stiltsrosko,45196507,20 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"3,023",1,8,33,4,286
Verd'ika - The Cadet,papermachine,39019281,20 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Work in Progress,English,"56,844",16,215,445,44,10564
Temple Tooka News,NikkiRouse,32666599,20 Feb 2023,General Audiences,"F/F, F/M, M/M",Choose Not To Use Archive Warnings,Work in Progress,English,"10,348",9,134,1089,184,12557
We'll Pick Up Right Where We Left Off,Legogirl22,45192178,19 Feb 2023,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,703,1,2,16,0,119
[Podfic] Nothing To Write Home About,kittona,44894842,20 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Work in Progress,English,88,2,0,3,4,130
FinnxKylo fanart,TheOnlyLoveForSoujiroSeta,45190348,20 Feb 2023,General Audiences,M/M,Choose Not To Use Archive Warnings,Complete Work,English,13,1,4,15,0,86
This One Night?,Nerd Things and Dragon Wings (NerdThings_and_DragonWings),45189109,19 Feb 2023,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,"1,009",1,4,13,0,104
The Intricacies of Pasta Preservation,canadadry_eyes,45188134,20 Feb 2023,General Audiences,No category,Choose Not To Use Archive Warnings,Complete Work,English,"1,846",1,10,24,1,119
Saluting,gender_bender08,45186592,20 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"1,444",1,7,136,16,692
Never Know Peace,Wonder_xoxo,45112255,20 Feb 2023,General Audiences,Gen,Choose Not To Use Archive Warnings,Complete Work,English,604,1,0,9,1,100
Hera's Decision,Greencharacters,45182989,19 Feb 2023,General Audiences,F/M,No Archive Warnings Apply,Complete Work,English,"16,348",1,6,8,2,159
Gossiping Stormtroopers,Calacious,45184171,19 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,300,1,6,7,0,22
Жребий джедая,vodoley17,45183601,19 Feb 2023,General Audiences,Gen,Choose Not To Use Archive Warnings,Complete Work,Русский,398,1,0,0,0,16
That's what you call a plan?,questforgalas,45182716,19 Feb 2023,General Audiences,No category,Choose Not To Use Archive Warnings,Complete Work,English,"2,390",1,4,60,6,370
Oya Manda'lor! Fanart,Alium_Artifex,29790756,19 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Work in Progress,English,13,6,114,1738,164,15545
Life goes on?,GunRoswell (GunRoswall),45181501,19 Feb 2023,General Audiences,"Gen, M/M",Choose Not To Use Archive Warnings,Complete Work,English,"2,780",2,6,16,0,147
Grogu’s Way To The Light Side,WhoBarkerDwarfer2,45180250,20 Feb 2023,General Audiences,Other,"Major Character Death, No Archive Warnings Apply",Complete Work,English,385,1,0,6,0,126
A Matter of Perspective,stolen_pen_name23,45180088,19 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"3,313",1,12,109,17,610
The Caff Dilemma,AudrielTaurelin,45179911,19 Feb 2023,General Audiences,"F/M, Gen",No Archive Warnings Apply,Complete Work,English,"1,526",1,0,7,1,66
Tracking the preys,Vibratingbones (Nhadel),45179605,19 Feb 2023,General Audiences,F/M,No Archive Warnings Apply,Complete Work,English,"1,421",1,0,4,0,49
Solitude,GriffinStone,45179488,19 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,518,1,6,14,0,154
Return Of The Jedi – Of Sorts,nogooddeedgoesunpunished,45178504,19 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"1,013",1,17,54,1,383
Vashta Nerada,LittleLorna,45178297,19 Feb 2023,General Audiences,F/M,No Archive Warnings Apply,Complete Work,English,"1,439",1,21,47,2,359
A healing hand,Lilibet,45175177,19 Feb 2023,General Audiences,M/M,No Archive Warnings Apply,Work in Progress,English,"1,098",1,12,25,1,149
Sound Asleep,Wixiany,45173599,19 Feb 2023,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,500,1,6,76,3,461
Losing Count,Wixiany,45173425,19 Feb 2023,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,474,1,2,46,0,313
A Lullaby,Wixiany,45173218,19 Feb 2023,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,460,1,3,38,2,266
A Less-Than-Gentle Weight,Cloudylads65,45172996,19 Feb 2023,General Audiences,Gen,Choose Not To Use Archive Warnings,Complete Work,English,"1,992",1,5,25,1,204
"""You don't?""",Wixiany,45172918,19 Feb 2023,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,626,1,2,85,4,610
Mando's Lessons to Parenting,azurethevampire,43144572,19 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Work in Progress,English,"6,399",6,9,18,3,363
Meg vaabir Ni haa'taylir? Get an ne'tra. (What can I see? Mostly all black.),foreverchangingfandoms,40731102,19 Feb 2023,General Audiences,No category,Graphic Depictions Of Violence,Work in Progress,English,"209,803",30,1032,1216,288,42972
Suppose,PoliticalPadmé (magnetgirl),45170551,19 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,100,1,2,5,0,15
Enemy among us,Wolviecat,45170350,19 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,561,1,0,11,0,43
Fools,that_dude_alex99,45170083,19 Feb 2023,General Audiences,"F/M, M/M",No Archive Warnings Apply,Complete Work,English,255,1,0,12,0,267
changes,that_dude_alex99,45169972,19 Feb 2023,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,441,1,0,3,0,80
Risking it,that_dude_alex99,45169906,19 Feb 2023,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,349,1,0,0,0,44
Crush,Tiny_Coryne,45168823,19 Feb 2023,General Audiences,F/M,No Archive Warnings Apply,Complete Work,English,"1,979",1,0,2,0,81
Dear readers...,RensKnight18,41972520,19 Feb 2023,General Audiences,Gen,Choose Not To Use Archive Warnings,Complete Work,English,205,2,44,31,0,249
Off-by-one Error,Jessepinwheel,45167932,19 Feb 2023,General Audiences,Gen,Choose Not To Use Archive Warnings,Complete Work,English,"12,242",1,58,521,104,1940
The Call,OneStepShort,45166090,19 Feb 2023,General Audiences,No category,Choose Not To Use Archive Warnings,Complete Work,English,"2,408",1,8,96,8,559
you can't afford to lie,bobbimorselover33,45165130,19 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"1,412",1,1,4,0,25
Dawn,Toucheholland23,43911652,19 Feb 2023,General Audiences,No category,Graphic Depictions Of Violence,Work in Progress,English,"1,554",2,2,2,0,32
"there is no right or wrong, just time to figure it out",LacieFuyu,45164554,19 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"1,837",1,3,34,3,334
Evil Author Day - 2023,c_m_li,45163234,19 Feb 2023,General Audiences,"F/M, M/M",Choose Not To Use Archive Warnings,Complete Work,English,"26,922",8,10,52,6,1223
Blinded By Your Sun,MadMag,45092008,19 Feb 2023,General Audiences,M/M,Choose Not To Use Archive Warnings,Complete Work,English,"3,141",1,0,29,0,163
The Words,Ibelin,45163651,19 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"3,951",1,15,96,21,471
holsters,TroutSpots,45163603,19 Feb 2023,General Audiences,M/M,Choose Not To Use Archive Warnings,Complete Work,English,"1,531",1,0,8,0,38
Scope,cyareclones,45162610,19 Feb 2023,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,412,1,2,49,0,234
Knights of the Old republic: Echoes of Blinding Light,Rintama,40133454,18 Feb 2023,General Audiences,"F/F, F/M, Gen, Other",No Archive Warnings Apply,Complete Work,English,"82,748",23,2,6,1,264
Per Exasperatio Ad Astra,Anna_Wing,16345235,19 Feb 2023,General Audiences,"Gen, F/M",No Archive Warnings Apply,Work in Progress,English,"275,551",74,924,421,56,15041
The Melody Wakes the Heart,edgeofn1ght,45160291,18 Feb 2023,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,"3,536",1,21,75,14,400
First Day of School,dolphingirl16,45159640,19 Feb 2023,General Audiences,F/M,No Archive Warnings Apply,Complete Work,English,"2,350",1,1,33,5,542
I'm half doomed and you're semi-sweet,always_a_slut_for_hc,45158686,19 Feb 2023,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,"1,212",1,21,238,20,1127
A Moment For Two,WhoBarkerDwarfer2,45155395,18 Feb 2023,General Audiences,F/M,No Archive Warnings Apply,Complete Work,English,246,1,2,1,0,74
"I may be on a blind date, but I ain’t blind",Chaotic_Dumbass_Rogue,45154456,18 Feb 2023,General Audiences,F/M,No Archive Warnings Apply,Complete Work,English,"1,235",1,9,21,0,111
Let's go home,Hilimi,41071347,18 Feb 2023,General Audiences,No category,No Archive Warnings Apply,Work in Progress,English,"6,532",9,103,450,53,7769
Time Heals Old Hate (put your armor on),jessicas_pi,43392066,18 Feb 2023,General Audiences,"F/M, Gen",No Archive Warnings Apply,Work in Progress,English,"10,544",4,82,135,25,1955
What We Do For Others,Batsutousai,45150538,18 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"1,408",1,14,203,27,713
not attached,Anonymous,45150157,18 Feb 2023,General Audiences,F/F,No Archive Warnings Apply,Complete Work,English,750,1,4,6,0,90
you're not in the dark; but far from the light,moose_misses_sweets,45020905,18 Feb 2023,General Audiences,F/M,No Archive Warnings Apply,Complete Work,English,"4,821",2,5,152,18,1717
Счастье − это бабочка,Red_Yennifer,45148765,18 Feb 2023,General Audiences,F/M,Choose Not To Use Archive Warnings,Complete Work,Русский,"1,769",1,0,2,0,37
Consequential Realization,JBwritesStarWars (jbwritesthings),45148660,18 Feb 2023,General Audiences,F/M,Choose Not To Use Archive Warnings,Complete Work,English,"2,480",1,1,4,0,35
the Fett-Kenobi Enigma,Shortcuts_make_long_delays,44463079,18 Feb 2023,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,"8,886",4,52,152,15,1255
[podfic of] additional safety modifications,Flowerparrish Pods (Flowerparrish),45147643,18 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,25,1,4,9,0,93
Star Wars: Knights of the Old Republic,Avner_Varne,45146758,18 Feb 2023,General Audiences,Gen,"Choose Not To Use Archive Warnings, No Archive Warnings Apply",Work in Progress,English,"9,408",4,0,0,0,28
Once Met Two Blue Ghost,SuliuSaltfish,45146836,18 Feb 2023,General Audiences,M/M,No Archive Warnings Apply,Complete Work,中文-普通话 國語,"6,451",1,0,5,1,81
May the Force be with you,Anime_lover2741,45145210,18 Feb 2023,General Audiences,"F/F, F/M",Graphic Depictions Of Violence,Work in Progress,English,22,1,0,7,1,194
first comes the rain,QuickSilverFox3,45143998,18 Feb 2023,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,769,1,3,49,3,283
True Age,Evadney,45147277,18 Feb 2023,General Audiences,Gen,Choose Not To Use Archive Warnings,Work in Progress,English,"5,852",8,6,25,4,347
Ищу тебя (Песенка близнецов),NewCocoa,45143104,18 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,Русский,160,1,0,0,0,7
[podfic] thorns & kisses,korechthonia,45138769,18 Feb 2023,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,14,1,3,8,0,170
The Adventures of Kestral,Urlocalbisexualmess,44608525,18 Feb 2023,General Audiences,No category,Graphic Depictions Of Violence,Work in Progress,English,"2,004",4,0,2,1,179
Like Constellations a Million Years Away,too_many_sabers,45137926,18 Feb 2023,General Audiences,F/M,No Archive Warnings Apply,Work in Progress,English,655,1,0,2,0,48
