Work ID,Warnings,Relationships,Characters,Other
44982820,No Archive Warnings Apply,CT-21-0408 | CT-1409 | Echo & Hunter & Omega & Tech & Wrecker (Star Wars: The Bad Batch),"Omega (Star Wars: The Bad Batch), CT-21-0408 | CT-1409 | Echo, Hunter (Star Wars: The Bad Batch), Tech (Star Wars: The Bad Batch), Wrecker (Star Wars: The Bad Batch)","Triple Drabble, Himbo Wrecker (Star Wars: The Bad Batch), Wrecker Being Wrecker, Protective Tech (Star Wars: The Bad Batch), Mando'a Language (Star Wars), Battle Droids (Star Wars), Fluff, Fluffuary | Fluffy February 2023"
44982181,No Archive Warnings Apply,Din Djarin/Boba Fett,"Din Djarin, Boba Fett","Alternate Universe - Canon Divergence, Alternate Universe - Different First Meeting, Clone Wars era, Secret Identity, Undercover Missions, Spies & Secret Agents, Bounty Hunter Din Djarin, Clone Trooper Boba Fett, Mutual Pining, Clone Troopers Speak Mando'a (Star Wars), Pre-Relationship"
44981419,No Archive Warnings Apply,CT-21-0408 | CT-1409 | Echo/Reader,"CT-21-0408 | CT-1409 | Echo, Reader","Hurt/Comfort, jedi!reader, Cuddling & Snuggling, Insomnia"
44981257,No Archive Warnings Apply,Jocasta Nu & Tyvokka,"Jocasta Nu, Tyvokka (Star Wars)","Fluff, Fluff without Plot, First Meetings, Friendship, Childhood Friends, Best Friends, Insecurity, Wookiee Species (Star Wars), Wookiee Culture and Customs (Star Wars), Shyriiwook Language (Star Wars), Isolation, Language Barrier, Internalised Racism, Tired Tyvokka, BAMF Jocasta Nu"
42401319,No Archive Warnings Apply,"Dooku & Luke Skywalker, Dooku & Leia Organa","Dooku | Darth Tyranus, Luke Skywalker, Leia Organa, Obi-Wan Kenobi, Qui-Gon Jinn","Alternate Universe - Canon Divergence, Post-Star Wars: A New Hope, Rebellion Era (Star Wars), Mentioned Darth Vader, Mentioned Doctor Aphra"
44981047,No Archive Warnings Apply,"Kanan Jarrus/Hera Syndulla, Kanan Jarrus & Jacen Syndulla","Jacen Syndulla, Kanan Jarrus, Hera Syndulla, Bail Organa (referenced)","Domestic Fluff, Dad Jokes, Why is Kanan Alive? Because SHUT UP that's why, Kanan Jarrus Lives, Parental Kanan Jarrus, Blind Kanan Jarrus, Bad Jokes, Fluff, Married Kanan Jarrus/Hera Syndulla, 5+1 Things, Fatherhood"
40658913,No Archive Warnings Apply,"Plo Koon/CC-3636 | Wolffe, T'ra Saa/Tholme (Star Wars), Ima-Gun Di/Keeli, Agen Kolar & Tan Yuster, Bant Eerin & Kit Fisto, Kit Fisto & Nahdar Vebb, Tiplar & Tiplee (Star Wars), Ferus Olin & Siri Tachi, Cin Drallig & Jedi Temple Guards, Jango Fett/Silas the Mandalorian, CC-5052 | Bly/Aayla Secura, Kit Fisto/Aayla Secura, Feemor/CC-1010 | Fox, Kit Fisto & Xanatos","Plo Koon, CC-3636 | Wolffe, Agen Kolar, Tan Yuster, Grogu | Baby Yoda, Cin Drallig, Ima-Gun Di, Kit Fisto, Siri Tachi, Ferus Olin, Tholme (Star Wars), T'ra Saa (Star Wars), Tiplar (Star Wars), Tiplee (Star Wars), A'Sharad Hett, Bant Eerin, Feemor (Star Wars), Xanatos (Star Wars), Garen Muln, Jedi Characters (Star Wars)","Alternate Universe - Canon Divergence, Sith Empire (Star Wars), Mandalorian Empire (Star Wars), Mandalorian Clone Troopers (Star Wars), War, Prisoner of War, Jedi Culture & Tradition (Star Wars), Master & Padawan Relationship(s), Enemies to Friends to Lovers, Enemies to Lovers, Jedi Xanatos (Star Wars), Chronology does not exist here, mutual respect, Parental Plo Koon, Other Additional Tags to Be Added"
44979016,Creator Chose Not To Use Archive Warnings,Boba Fett/Fennec Shand,"Boba Fett, Fennec Shand, Black Krrsantan",Weddings
44978395,No Archive Warnings Apply,,"CC-2224 | Cody, Obi-Wan Kenobi, Bail Organa, Mace Windu","Fluff, Alternate Universe - Canon Divergence, Time Travel Fix-It, Dead Sheev Palpatine, Baby Clones (Star Wars), Humor, Mentioned CC-1010 | Fox, Mentioned CC-3636 | Wolffe, Mentioned CC-6454 | Ponds"
44977438,Creator Chose Not To Use Archive Warnings,"Thrawn | Mitth'raw'nuruodo/Reader, Thrawn | Mitth'raw'nuruodo & Reader","Thrawn | Mitth'raw'nuruodo, Reader","Medical Procedures, Medical Inaccuracies, author is not a medical professional, Alcohol, Blood, Ambiguous Relationships, Dubious Ethics"
44976622,No Archive Warnings Apply,Din Djarin & Grogu | Baby Yoda,"Din Djarin, Grogu | Baby Yoda","Hurt/Comfort, Fever, Sleepy Cuddles"
43581492,"Graphic Depictions Of Violence, Major Character Death",,"Plo Koon, Mace Windu, Jedi!Maul - Character, Original Mandalorian Characters (Star Wars), Jedi Characters (Star Wars), Original Jedi Character(s) (Star Wars), Original Clone Trooper Character(s) (Star Wars), Sheev Palpatine | Darth Sidious, Hego Damask | Darth Plagueis",
44974798,Creator Chose Not To Use Archive Warnings,,"CC-2224 | Cody, Obi-Wan Kenobi",
44973979,Creator Chose Not To Use Archive Warnings,,"Original Characters, Original Clone Trooper Character(s) (Star Wars), Aheka, Sinvulk, Rema, Splash - Character, Turtle, Fear - Character, Original Sith Character(s), Kirai","Master & Padawan Relationship(s), Crack, Crack Treated Seriously, Angst, Fluff and Angst"
44972059,No Archive Warnings Apply,"Anakin Skywalker & Luke Skywalker, Luke Skywalker & Ahsoka Tano, Anakin Skywalker & Ahsoka Tano, CT-7567 | Rex & Luke Skywalker, CT-7567 | Rex & Anakin Skywalker, Everyone & Everyone","Luke Skywalker, Anakin Skywalker, Ahsoka Tano, CT-7567 | Rex","Alternate Universe - Canon Divergence, Fix-It, One Shot, Anakin Skywalker Lives, Fluff, Confused Luke Skywalker, just for a little, Aunt Ahsoka Tano, Blanket Permission"
44971048,No Archive Warnings Apply,Cere Junda & Cal Kestis,"Cal Kestis, Cere Junda, BD-1 (Star Wars), Greez Dritus","Grief/Mourning, Exhaustion, Emotional Baggage, Inspired by I'm Tired by Labrinth and Zendaya"
45006664,Creator Chose Not To Use Archive Warnings,"Barriss Offee & Ahsoka Tano, Original Character(s) & Original Character(s), CT-7567 | Rex & Ahsoka Tano","Ahsoka Tano, Barriss Offee, Original Jedi Character(s) (Star Wars), Original Alien Character(s), Original Mandalorian Characters (Star Wars), Zeltron Characters (Star Wars), Myles the Mandalorian (Star Wars), Silas the Mandalorian (Star Wars), CT-7567 | Rex, 501st Legion Members (Star Wars: The Clone Wars)","Alternate Universe - Canon Divergence, Planet Coruscant (Star Wars), Mandalorians (Star Wars), Mandalorian Empire (Star Wars), Implied/Referenced Mind Control, Ahsoka Tano Needs a Hug, Hurt Ahsoka Tano, Barriss Offee Needs a Hug, The Dark Side of the Force (Star Wars), Mystery, Angst and Hurt/Comfort, Rescue, Whump, Febuwhump 2023"
44986699,No Archive Warnings Apply,"Ton Phanan & Original Female Character(s), Ton Phanan & Original Male Character(s)","Ton Phanan, Original Female Character(s), Original Male Character(s)","Family Fluff, Snow Day, Fluff, Family Bonding, February Ficlet Challenge"
43302982,No Archive Warnings Apply,Jango Fett & Obi-Wan Kenobi,"Jango Fett, Obi-Wan Kenobi, OCs","Mandalorian Obi-Wan Kenobi, Obi-Wan Kenobi Has Self-Esteem Issues, medics are universally terrifying, Time Travel, not sure how many tags are specifically relevant to this snippet versus my whole fic, The Force Loves Obi-Wan Kenobi, Age Regression/De-Aging, Time Travel Fix-It"
44968396,No Archive Warnings Apply,"CC-2224 | Cody & CT-7567 | Rex, Obi-Wan Kenobi & Anakin Skywalker, CC-2224 | Cody & Obi-Wan Kenobi, CT-7567 | Rex & Anakin Skywalker","CC-2224 | Cody, CT-7567 | Rex, Anakin Skywalker, Obi-Wan Kenobi, Ahsoka Tano","Siblings CC-2224 | Cody & CT-7567 | Rex, Obi-Wan Kenobi and Anakin Skywalker and Ahsoka Tano are Siblings, Obi-Wan Kenobi Loses His Lightsaber, Anakin Loses His Lightsaber Too, Planet Ilum (Star Wars), Anakin and Obi-Wan are disasters, CC-2224 | Cody is So Done"
44964028,No Archive Warnings Apply,"Anakin Skywalker & Ahsoka Tano, Obi-Wan Kenobi & Ahsoka Tano, Obi-Wan Kenobi & Anakin Skywalker & Ahsoka Tano","Ahsoka Tano, Obi-Wan Kenobi, Anakin Skywalker","Yoda's Disaster Lineage (Star Wars), various quotes are used, Angst, ish?, Post-Star Wars: The Clone Wars, / the end of clone wars, Canon Compliant, idk what else to tag it"
44963092,No Archive Warnings Apply,,"Hunter (Star Wars: The Bad Batch), Echo (Star Wars: The Bad Batch), Tech (Star Wars: The Bad Batch), Crosshair (Star Wars: The Bad Batch), Wrecker (Star Wars: The Bad Batch), Sunny OC",Star Wars: The Bad Batch AU
44961607,No Archive Warnings Apply,Mon Mothma & Luthen Rael,"Mon Mothma, Luthen Rael, Kleya Marki",
44960752,No Archive Warnings Apply,Kleya Marki & Luthen Rael,"Luthen Rael, Kleya Marki, Mon Mothma, Lonni Jung","an unspecified jedi, author is handwaving all details bc sw canon is a nightmare, but basically this is about how The Vow could have happened, Luthen Rael backstory"
44959942,No Archive Warnings Apply,CC-2224 | Cody/Obi-Wan Kenobi,"CC-2224 | Cody, Obi-Wan Kenobi","Codywan Sleep Bingo 2023, Order 66 Didn't Happen (Star Wars), Established Relationship, Fluff, Slice of Life, Napping, Not Beta Read"
44832850,Creator Chose Not To Use Archive Warnings,,"CC-2224 | Cody, Crosshair (Star Wars: The Bad Batch), Other Star Wars Character(s), Imperial Troopers (Star Wars), Tala Durith","A Multiverse of Star Wars Fan Fiction by Yours Truly, The Empire and Clone Rebellion Era, CC-2224 | Cody Leads a Clone Trooper Rebellion Against the Galactic Empire, Clone Trooper Rebellion Against the Galactic Empire (Star Wars), what if, Could Be Canon, The Clone Uprising, Around and Beyond TBB S2, Cody Centric Fic, Missions and Ops to save the Clones from the Empire, Part of Series, Posted as Parts in the Series - The Clone Uprising, Evil Empire, Clone Troopers Deserve Better (Star Wars), A Future for the Clones?, Action/Adventure, Clones, Found Family, Clones coming together for a common goal, Cloning and Clone experimentation, Canon-Typical Violence, Conspiracies, Post-Traumatic Stress Disorder - PTSD, Clones being tortured (mentioned), Imperial allies for the clones, More familiar faces to appear, Crosshair to join Cody?"
44957479,No Archive Warnings Apply,Din Djarin/Reader,"Din Djarin, Reader, You, Grogu","Star Wars AU, Star Wars - Freeform, din djarin is a cowboy, Western AU, Whore!Reader"
44957329,No Archive Warnings Apply,"Boba Fett/Cal Kestis, Merrin/Trilla Suduri | Second Sister","Cal Kestis, Boba Fett, Trilla Suduri | Second Sister, Merrin (Star Wars)","Established Relationship, Sharing Culture, Armor Painting, Mandalorian Culture (Star Wars), Jedi Culture & Tradition (Star Wars), cal is kind of obvious, but he's got Merrin and Trilla to tell him that, they're his lesbian besties there to tell him he's an idiot, and give him advice, Trilla/Merrin is minor but I decided to tag it anyway"
44956915,No Archive Warnings Apply,Din Djarin/Reader,"Din Djarin, Reader, Grogu","Whore!Reader, Din is a cowboy, Alternate Universe - Western, Star Wars - Freeform, grogu is a kid, Star Wars AU, Din Djarin is Hot"
44956351,Creator Chose Not To Use Archive Warnings,,"Female Jedi Knight | Hero of Tython, Female Bounty Hunter (Star Wars), Theron Shan, Lana Beniko","Original Character(s), profiles, Character Introductions, Chiss"
44884309,No Archive Warnings Apply,Omega & Tech (Star Wars: The Bad Batch),"Tech (Star Wars: The Bad Batch), Omega (Star Wars: The Bad Batch)","Hurt/Comfort, Omega Needs a Hug (Star Wars: The Bad Batch), Tech Needs a Hug (Star Wars: The Bad Batch), Angst, Episode: s02e08 Truth and Consequences (Star Wars: The Bad Batch), Crying, Mentioned CT-21-0408 | CT-1409 | Echo, Tech Gets a Hug (Star Wars: The Bad Batch), Omega Gets a Hug (Star Wars: The Bad Batch), Emotional Hurt/Comfort, Autistic Tech (Star Wars: The Bad Batch)"
44952586,No Archive Warnings Apply,Obi-Wan Kenobi & Anakin Skywalker,"Obi-Wan Kenobi, Anakin Skywalker","Mentioned Qui-Gon Jinn, Loss, Hurt/Comfort, Emotional Hurt/Comfort, Angst and Hurt/Comfort, Family Feels, Arguing, Angst, Ambiguous/Open Ending, Young Anakin Skywalker, Anakin Skywalker Needs a Hug, Obi-Wan Kenobi Needs a Hug, Grief/Mourning, Post-Star Wars: The Phantom Menace"
44951749,No Archive Warnings Apply,Dooku/Sifo-Dyas (Star Wars),"Dooku (Star Wars), Sifo-Dyas (Star Wars), Original Characters","One Shot, Dancing, Ballroom Dancing"
44951212,No Archive Warnings Apply,CC-2224 | Cody/Obi-Wan Kenobi,"CC-2224 | Cody, Obi-Wan Kenobi","Alternate Universe - Fairy Tale, Alternate Universe - Sleeping Beauty Fusion, Fairy Tale Curses, Friends to Lovers, Watching Someone Sleep, Protective CC-2224 | Cody, True Love's Kiss, (on the hand), Then, First Kiss"
44951245,No Archive Warnings Apply,,Kino Loy,"Banners & Icons, WTF Kombat 2023, WTF | Winter Temporary Fandom Kombat, WTF Star Wars 2023, Don't copy to another site"
44950978,No Archive Warnings Apply,,Hera Syndulla,"Banners & Icons, Аватары, WTF Kombat 2023, WTF | Winter Temporary Fandom Kombat, WTF Star Wars 2023, Don't copy to another site"
44950810,No Archive Warnings Apply,"CC-2224 | Cody & Obi-Wan Kenobi, CC-2224 | Cody/Obi-Wan Kenobi","CC-2224 | Cody, Obi-Wan Kenobi, Lieutenant Divo (Star Wars), Original Drug Dealer Character(s)","Planet Coruscant (Star Wars), Outlanders Club (Star Wars), Cody & Obi-Wan Go Clubbing, for work of course but still, Obi-Wan Kenobi drinks on the job, as always, Uscru District, Cody and Obi-Wan walk into a bar, DJ Obi-Wan Kenobi, based off of Lego SW, CC-2224 | Cody punches a man, As is his right, cody and obi-wan constantly flirting"
44950594,No Archive Warnings Apply,,"Din Djarin, Boba Fett, Fennec Shand",
44950414,No Archive Warnings Apply,,"Darth Malgus, CT-7567 | Rex, Clone Troopers (Star Wars), Coastal Defender Stormtroopers | Shoretroopers (Star Wars), Jango Fett, Sheev Palpatine | Darth Sidious, Grand Inquisitor (Star Wars), Thrawn | Mitth'raw'nuruodo, Gilad Pellaeon, Qui-Gon Jinn, Darth Maul, Ben Solo | Kylo Ren, Armitage Hux","Doll cosplay, Fandom Kombat, WTF Kombat 2023, Don't copy to another site"
44948461,No Archive Warnings Apply,Moff Gideon & Orson Krennic,"Moff Gideon (Star Wars), Orson Krennic, Original Stormtrooper Character(s) (Star Wars)","Fashion & Couture, Photoset, Photography, doll photography, Action figure photography, Action Figures, Dolls, Action figure photoset with a plot, WTF | Winter Temporary Fandom Kombat 2023"
41591889,Creator Chose Not To Use Archive Warnings,"Qui-Gon Jinn & Obi-Wan Kenobi, Obi-Wan Kenobi & Original Female Character(s), Past Obi-Wan Kenobi/Satine Kryze - Relationship","Obi-Wan Kenobi, Qui-Gon Jinn, Darth Maul, Master Yoda, Kali Kazzarin—original Jedi character, Original Sith Character(s), Dexter Jettster","Pre-Canon, Hurt Obi-Wan Kenobi, Padawan Obi-Wan Kenobi, Obi-Wan Kenobi Whump, Drama, Angst, Obi-Wan Kenobi Needs a Hug, Introspection, Master & Padawan Relationship(s), Trials, Action, Friendship/Love, Jedi Can Form Attachments (Star Wars), Emotional Hurt/Comfort, Events of the Phantom Menace, Romance, Past Relationship(s), Force Bond (Star Wars), Jedi & Their Emotions (Star Wars), Attachment explored"
44948869,No Archive Warnings Apply,Obi-Wan Kenobi & Anakin Skywalker,"Obi-Wan Kenobi, Anakin Skywalker","Master & Padawan Relationship(s), Obi-Wan Kenobi & Anakin Skywalker Friendship, Jedi Training (Star Wars), Short One Shot, Obi-Wan Kenobi & Anakin Skywalker Feels"
44948422,Major Character Death,,"Stormtrooper Character(s), Original Characters","Action Figures, or parts of them, Crafts, Photoset, Photography, Action figure photography, Canon-Typical Violence, WTF | Winter Temporary Fandom Kombat 2023, Dolls"
44948356,No Archive Warnings Apply,,"Anakin Skywalker | Darth Vader, Original Character(s) - Character, Stormtrooper Character(s)","Action Figures, or part of them, Crafts, text chat, Humor, Philosophy, WTF | Winter Temporary Fandom Kombat 2023, Video, Embedded Video, Embedded Images, Dolls"
44947900,No Archive Warnings Apply,"CT-21-0408 | CT-1409 | Echo/Hunter (Star Wars: The Bad Batch), CT-21-0408 | CT-1409 | Echo & Hunter & Omega & Tech & Wrecker (Star Wars: The Bad Batch)","Hunter (Star Wars: The Bad Batch), CT-21-0408 | CT-1409 | Echo, Omega (Star Wars: The Bad Batch), Wrecker (Star Wars: The Bad Batch), Tech (Star Wars: The Bad Batch), CT-7567 | Rex","Canon Compliant, after s2e8, Family Dynamics, omega is a ray of sunshine, hunter tries to be a good parent, Brotherly Love, But also, more than that love, hunter-centric"
44948122,No Archive Warnings Apply,CC-2224 | Cody/Obi-Wan Kenobi,"CC-2224 | Cody, Obi-Wan Kenobi","mentions other members of the 212th, Codywan Sleep Bingo 2023, Sleep, I Wrote This Instead of Sleeping, Clones, clones need sleep, Bingo, 500 words, Flirting"
44939662,Major Character Death,"Ezra Bridger & Kanan Jarrus, Kanan Jarrus/Hera Syndulla, Ezra Bridger & Sabine Wren, Ezra Bridger & Hera Syndulla","Ezra Bridger, Kanan Jarrus, Hera Syndulla, Sabine Wren","Febuwhump, Febuwhump 2023, Episode: s04e10 Jedi Night, Ezra Bridger Needs a Hug, Ezra Bridger Does Not Get a Hug, Kanan Jarrus & Hera Syndulla as Space Parents, basically a deep-dive of that scene in Jedi Night, Emotional Hurt, this episode was amazing but it still made me so sad!, Kanan Jarrus: Best Jedi"
44944426,No Archive Warnings Apply,Obi-Wan Kenobi/Anakin Skywalker,"Obi-Wan Kenobi, Anakin Skywalker | Darth Vader","Fake/Pretend Relationship, Marriage Proposal, POV Obi-Wan Kenobi, Obi-Wan Kenobi is in love with Anakin Skywalker, Anakin Skywalker is in love with Obi-Wan Kenobi, Its Attachement, They are stupid about it"
44944951,No Archive Warnings Apply,"Wullf Yularen/Original Character(s), Alexsandr Kallus & Wullf Yularen","Wullf Yularen, Alexsandr Kallus, Original Female Character(s)",Parental Wullf Yularen
44944360,No Archive Warnings Apply,"Barriss Offee/Ahsoka Tano, Barriss Offee & Ahsoka Tano, Obi-Wan Kenobi & Luminara Unduli, Obi-Wan Kenobi/Luminara Unduli, Obi-Wan Kenobi & Anakin Skywalker & Ahsoka Tano","Anakin Skywalker, Obi-Wan Kenobi, Luminara Unduli, Barriss Offee, Ahsoka Tano, Yoda (Star Wars)","Comedy, Role-Playing Game"
40402071,Creator Chose Not To Use Archive Warnings,"Leia Organa & Luke Skywalker, Anakin Skywalker & Luke Skywalker, Padmé Amidala & Luke Skywalker, Padmé Amidala/Anakin Skywalker, Obi-Wan Kenobi & Luke Skywalker, Mara Jade/Luke Skywalker, Luke Skywalker & Ahsoka Tano, Obi-Wan Kenobi & Anakin Skywalker & Ahsoka Tano","Luke Skywalker, Anakin Skywalker, Anakin Skywalker | Darth Vader, Obi-Wan Kenobi, Ahsoka Tano, Clone Troopers (Star Wars), CC-2224 | Cody, CT-7567 | Rex, Jedi Council (Star Wars), Jedi Characters (Star Wars)","Female Luke Skywalker, Alternate Universe - Gender Changes, Alternate Universe - Always a Different Sex, Alternate Universe - Canon Divergence, Time Travel, Time Travel Fix-It, Age Regression/De-Aging, Skywalker Family Drama (Star Wars), Memory Loss, Padawan Luke Skywalker, Obi-Wan Kenobi Raises Luke Skywalker, Jedi as Found Family (Star Wars), Lesbians in Space, Lesbian Character, Bisexual Female Character, Canon Disabled Character, It's both canon compliant and canon divergence, Canon is the Bible and I am the Church, picking and choosing what I like and manipulating what I don't, Luke Skywalker in the Clone Wars, Father-Daughter Relationship, This includes both Obi-Wan and Anakin, Mother-Daughter Relationship, Luke being somehwat unimpressed with Anakin but being in awe of Padme is what I live for, Luke looks at Anakin and Padme and thinks 'she can do better', Fix-It, Luke Skywalker Needs A Hug, Luke Skywalker Gets a Hug, Gay Luke Skywalker, Not Beta Read, no beta - we die like every character i like in star wars, That's Not How The Force Works (Star Wars), Author also doesn't care"
