Work ID,Warnings,Relationships,Characters,Other
44849161,No Archive Warnings Apply,CC-2224 | Cody/Obi-Wan Kenobi,"CC-2224 | Cody, Obi-Wan Kenobi, Quinlan Vos","Alternate Universe - Canon Divergence, Order 66 Didn't Happen (Star Wars), Established CC-2224 | Cody/Obi-Wan Kenobi, Established Relationship, POV CC-2224 | Cody, Fluff, Happy, Codywan Valentine's Exchange 2023"
43438251,No Archive Warnings Apply,,"Din Djarin, Original Characters","Alternate Universe, Parallel Universes, Family, Action/Adventure, Good Parent Din Djarin, Friendship, I have no idea what to tag this but I am having fun, Hurt/Comfort, Deaf Character, Not Canon Compliant"
44909893,No Archive Warnings Apply,Obi-Wan Kenobi/Anakin Skywalker,"Obi-Wan Kenobi, Anakin Skywalker","Alternate Universe - Soulmates, Soulmates, Soulmate-Identifying Marks, Rako Hardeen Arc (Star Wars: Clone Wars), Post-Rako Hardeen Arc (Star Wars: Clone Wars), Canon Divergence - The Clone Wars: Rako Hardeen Arc, Angst, Angst with a Happy Ending, Hurt/Comfort, Anakin cries a lot"
45020515,No Archive Warnings Apply,"Armitage Hux/Kylo Ren, Armitage Hux/Ben Solo | Kylo Ren",Armitage Hux,"Collage, Photoshop, Embedded Images, Crack, Valentine's Day, Holidays, Roses, WTF Kombat 2023, Don’t copy to another site"
45014023,No Archive Warnings Apply,,"Omega (Star Wars: The Bad Batch), Hunter (Star Wars: The Bad Batch)","Emotional Hurt/Comfort, Spoilers, Mentioned CT-21-0408 | CT-1409 | Echo, Parental Hunter (Star Wars: The Bad Batch), Star Wars: The Bad Batch (Cartoon) Season/Series 02"
44870341,No Archive Warnings Apply,CC-2224 | Cody/Obi-Wan Kenobi,"CC-2224 | Cody, Obi-Wan Kenobi","Post-Traumatic Stress Disorder - PTSD, Order 66 Happened Differently (Star Wars), Somebody Lives/Not Everyone Dies, CC-2224 | Cody Needs a Hug, CC-2224 | Cody Gets A Hug, Established Relationship, Ficlet"
42892932,Creator Chose Not To Use Archive Warnings,"Obi-Wan Kenobi & Anakin Skywalker & Ahsoka Tano, CT-7567 | Rex & Anakin Skywalker, 501st Legion Members & Anakin Skywalker","Anakin Skywalker, Obi-Wan Kenobi, Ahsoka Tano, Shmi Skywalker, CT-7567 | Rex, 501st Legion Members (Star Wars: The Clone Wars), Clone Troopers (Star Wars)","Anakin Skywalker Doesn't Turn to the Dark Side, Anakin Skywalker Needs a Hug, Obi-Wan Kenobi Needs a Hug, Ahsoka Tano Needs a Hug, Obi-Wan Kenobi and Anakin Skywalker and Ahsoka Tano are Siblings, Obi-Wan Kenobi is Anakin Skywalker's Parent, Anakin Skywalker is the Chosen One, Seduction to the Dark Side, Jedi Council Bashing (Star Wars), Kinda, Mandalorian Anakin Skywalker, Everybody Loves Anakin Skywalker, 501st Legion Loves Anakin Skywalker"
45018043,No Archive Warnings Apply,CC-2224 | Cody/Obi-Wan Kenobi,"CC-2224 | Cody, Obi-Wan Kenobi","Fluff, Valentine's Day Fluff, Cody & Obi-Wan teach the padawans, CC-2224 | Cody is a Disaster, Obi-Wan Kenobi Loves CC-2224 | Cody, they're being cute, CC-2224 | Cody Loves Obi-Wan Kenobi"
45017281,Creator Chose Not To Use Archive Warnings,Rey/Ben Solo | Kylo Ren,"Rey (Star Wars), Ben Solo | Kylo Ren","Senator! Ben, Jedi! Rey, Insomnia, Comfort, No Smut, only fluff, Canon Divergent, Ambiguous/Open Ending, Ben Solo is the Little Spoon"
45017071,No Archive Warnings Apply,Din Djarin & Grogu | Baby Yoda,"Din Djarin, Grogu | Baby Yoda, Razor Crest | Din Djarin's ST-70 Assault Ship","Ugnaught Species (Star Wars), Planet Lothal (Star Wars), Pie, Father-Son Relationship, Mando'a Language (Star Wars), Din Djarin Speaks Mando'a, Fluff, Family Fluff, Parenthood, Cute Grogu | Baby Yoda, Razor Crest | Din Djarin's ST-70 Assault Ship is Not Destroyed, One Shot, Short & Sweet, Family Bonding, Din Djarin Needs a Hug, Grogu | Baby Yoda Needs a Hug, Sad Grogu | Baby Yoda, Din Djarin and Grogu | Baby Yoda as a Clan of Two"
45016600,No Archive Warnings Apply,,"Wrecker & Omega (Star Wars: The Bad Batch) - Character, CT-21-0408 | CT-1409 | Echo & Omega (Star Wars: The Bad Batch) - Character, Wrecker (Star Wars: The Bad Batch), Omega (Star Wars: The Bad Batch), Hunter (Star Wars: The Bad Batch), Tech (Star Wars: The Bad Batch)","Soft Wrecker (Star Wars: The Bad Batch), Spoilers, Guilt, Omega Needs A Hug, Mentioned Crosshair (Star Wars: The Bad Batch), Mentioned Echo (Star Wars: The Bad Batch), Wrecker is the Best at Emotions, Sad Omega"
44873836,"Creator Chose Not To Use Archive Warnings, No Archive Warnings Apply",CC-2224 | Cody/Obi-Wan Kenobi,,"Alternate Universe - Fantasy, Alternate Universe - Magical Realism, Vaguely Modern Setting, Romance, Odd Romances, Alternate Universe - Gods & Goddesses, Falling In Love"
44851930,No Archive Warnings Apply,"CC-2224 | Cody/Obi-Wan Kenobi, Clone Trooper Boil/Clone Trooper Waxer (Star Wars)","CC-2224 | Cody, Obi-Wan Kenobi, Clone Trooper Boil (Star Wars), Clone Trooper Waxer (Star Wars), Clone Trooper Longshot (Star Wars)","Obi-Wan Kenobi Loses His Lightsaber, CC-2224 | Cody Uses Obi-Wan Kenobi's Lightsaber, Obi-Wan teaches Cody how to use his lightsaber, Mutual Pining, Getting Together, First Kiss, Idiots in Love, Flirting, Waxer survived Umbara because I said so"
45013687,No Archive Warnings Apply,CC-2224 | Cody/Obi-Wan Kenobi,"CC-2224 | Cody, Obi-Wan Kenobi","Protective CC-2224 | Cody, Sleep, Sleeping Under The Stars, Sleeping in Shifts, Codywan Sleep Bingo 2023, anxious cody, Meditation, Fluff, Hurt/Comfort, Fluff and Hurt/Comfort, Obi-wan is lost, But it's okay, He figures it out, Planet Tatooine (Star Wars), Obi-Wan Kenobi on Tatooine, CC-2224 | Cody and Obi-Wan Kenobi on Tatooine, Established CC-2224 | Cody/Obi-Wan Kenobi, codywan - Freeform, CC-2224 | Cody Loves Obi-Wan Kenobi, Obi-Wan Kenobi Takes Care of CC-2224 | Cody, CC-2224 | Cody Takes Care of Obi-Wan Kenobi"
44935762,No Archive Warnings Apply,Obi-Wan Kenobi/Anakin Skywalker,"Anakin Skywalker, Obi-Wan Kenobi","Epistolary, Alternate Universe - Canon Divergence, Friends to Lovers, Getting Together, Slice of Life"
44989447,Creator Chose Not To Use Archive Warnings,,"Padmé Amidala, Luke Skywalker, Leia Organa, Mari Kenobi-Fett, CT-7567 | Rex, Ahsoka Tano, Mon Mothma, Riyo Chuchi","Childbirth, Motherhood, Parenthood, Minor Padmé Amidala/Anakin Skywalker, Galactic Senate (Star Wars), Mentioned Sheev Palpatine | Darth Sidious, Sheev Palpatine | Darth Sidious Being an Asshole, Fluff, Loss, Family Loss, Aunt-Niece Relationship, Aunts & Uncles"
45012406,No Archive Warnings Apply,CC-2224 | Cody/Obi-Wan Kenobi,"CC-2224 | Cody, Obi-Wan Kenobi","Shaved Obi-Wan, Beards (Facial Hair), Shaving, Facial Shaving, Cody has sensory issues with Obi-Wan’s beard, Obi-Wan doesn’t love it as much as he does Cody, Crack, Crack Treated Seriously, Like the whole point of this fic was turning something dramatic, into something not at all serious, so the beginning is treated incredibly serious, (it’s probably some of my most dramatic writing ever), and the end is just like-, Obi-Wan going manic and shaving his beard, Stewjoni Culture (Star Wars), only a little though, Stewjoni Obi-Wan Kenobi, I Don't Even Know, no beta we die like Obi-Wan’a beard, Tone Shift, Dramatic Obi-Wan Kenobi, Happy Ending"
45011353,No Archive Warnings Apply,CC-2224 | Cody/Obi-Wan Kenobi,"CC-2224 | Cody, Obi-Wan Kenobi, Vokara Che, CC-3636 | Wolffe, CC-1010 | Fox","Codywan Sleep Bingo 2023, Alternate Universe - Canon Divergence, Order 66 Didn't Happen (Star Wars), Angst with a Happy Ending, Not Beta Read"
43796083,"Graphic Depictions Of Violence, Major Character Death","Luke Skywalker & Ben Solo | Kylo Ren, Luke Skywalker & Darth Vader, Sheev Palpatine | Darth Sidious & Luke Skywalker, Anakin Skywalker | Darth Vader & Luke Skywalker","Ben Solo | Kylo Ren, Luke Skywalker, Sheev Palpatine | Darth Sidious, Anakin Skywalker | Darth Vader, Darth Vader, Snoke (Star Wars) (mentioned)","Whumpcember 2022, Pre-Star Wars: The Force Awakens, Movie: Star Wars: Return of the Jedi, POV Ben Solo, Young Ben Solo, Jedi Ben Solo, Reacting to the Past, Ben Solo Doesn't Turn to the Dark Side, because he gets the truth shoved into his face, Jedi Luke Skywalker, BAMF Luke Skywalker, Sheev Palpatine | Darth Sidious Being an Asshole, Manipulative Sheev Palpatine, Darth Vader Redemption, Protective Darth Vader, Sad Darth Vader, Darth Vader Dies, Post-Star Wars: Bloodline, ben wants luke to just kill palps already. and he wants to kill palps too., Uncle-Nephew Relationship, BAMF Darth Vader, Lightsaber Duels (Star Wars), Father-Son Relationship, Jedi Code (Star Wars), Jedi Temple (Star Wars), Death Star (Star Wars)"
45009274,No Archive Warnings Apply,99 (Star Wars: The Clone Wars) & Wrecker (Star Wars: The Bad Batch),"Wrecker (Star Wars: The Bad Batch), 99 (Star Wars: The Clone Wars)","Psychic Wolves, Species Swap, Mandalorian Wolves, Psychic Wolves For Lupercalia, Art, Digital Art, Inspired by Fanfiction"
45008593,No Archive Warnings Apply,"Leia Organa/Han Solo, Leia Organa & Han Solo","Han Solo, Leia Organa, Chewbacca (Star Wars)","Humor, Fluff, Friendship, Falling In Love, Planet Hoth (Star Wars), Pre-Star Wars: The Empire Strikes Back, Valentine's Day Fluff"
45008314,No Archive Warnings Apply,Padmé Amidala/Anakin Skywalker,"Padmé Amidala, Anakin Skywalker, Obi-Wan Kenobi","Canon Compliant, Padmé Amidala Deserves Better, Light Angst, Anakin Skywalker Loves Padmé Amidala, Padmé Amidala Loves Anakin Skywalker"
45007957,No Archive Warnings Apply,"Cassian Andor/Brasso the Ferrixian, Cassian Andor & Brasso the Ferrixian","Brasso the Ferrixian (Star Wars), Cassian Andor","Pre-Canon, Childhood Friends, Pining, Cuddling & Snuggling, Holding Hands, Emotional Hurt/Comfort, Arguing, Trans Cassian Andor, Trans Male Character, Maarva's A+ Parenting, Mildly Force Sensitive Brasso, Sunsets"
45007963,No Archive Warnings Apply,Yogar Lyste/Thrawn | Mitth'raw'nuruodo,"Thrawn | Mitth'raw'nuruodo, Yogar Lyste","Romance, Songfic, Poetry, Singing, Song Parody, Resolved Sexual Tension, Out of Character, POV Second Person, Rare Pairings, #just_a_song"
45006988,No Archive Warnings Apply,Taga & Jemboc,"Jemboc the Narkina 5 Prisoner (Star Wars), Taga the Narkina 5 Prisoner (Star Wars)","post-episode, prison break - Freeform, survival on the run, Grief/Mourning"
35641372,Creator Chose Not To Use Archive Warnings,"Obi-Wan Kenobi & Anakin Skywalker, Obi-Wan Kenobi & Ahsoka Tano, Anakin Skywalker & Ahsoka Tano, Boga & Obi-Wan Kenobi","Obi-Wan Kenobi, Anakin Skywalker, Ahsoka Tano, Boga (Star Wars), Bant Eerin, Barriss Offee, Padmé Amidala","Alternate Universe - Modern Setting, Service Animal Boga (Star Wars), AU - Boga is a Service Animal, Seizures, Post-Traumatic Stress Disorder - PTSD, Medical Inaccuracies, Obi-Wan Kenobi Needs a Hug, Sick Obi-Wan Kenobi, Angst, Hurt/Comfort, Past Relationship(s), Other Additional Tags to Be Added"
45006391,No Archive Warnings Apply,Din Djarin & Grogu | Baby Yoda,"Din Djarin, Grogu | Baby Yoda, Boba Fett, Fennec Shand, Peli Motto","Father-Son Relationship, POV Grogu | Baby Yoda, ManDadlorian | Parent Din Djarin, Good Parent Din Djarin, Protective Din Djarin, Grogu | Baby Yoda Being a Little Shit, Auntie Fennec Shand, Aunt Peli Motto, Uncle Boba Fett, Post-Season/Series 02, Alternate Universe - Canon Divergence, Post-Canon, Mand'alor Din Djarin, Mandalorian Adoption (Star Wars), Order 66 Aftermath (Star Wars), Not Beta Read, Planet Mandalore (Star Wars), Fluff, Family Fluff, Shopping, Din Djarin and Grogu | Baby Yoda as a Clan of Two, Feel-good, Minor Angst, Mentions of past abuse, brief angst, Forehead Kisses, Hugging, Hugs, Affectionate Din Djarin, Parent-Child Relationship, wholesome goodness, face kisses, Children, Adopted Child, Twi'lek Species (Star Wars), star wars species, The Force, Inappropriate Use of the Force, Jealous Grogu, Vacation, Family Bonding, Din Djarin Is A Good Dad, Din Djarin Removes the Helmet, Force-Sensitive Din Djarin, Mando'a Language (Star Wars), Spoiled Grogu, Grogu | Baby Yoda Stays with Din Djarin, smooches, The Mandalorian Darksaber (Star Wars), tourist trap, Mandalorians like Spicy Food, Grogu | Baby Yoda Loves His Dad, Din Djarin Loves Grogu | Baby Yoda, Tooth Rotting Fluff"
37707523,Creator Chose Not To Use Archive Warnings,"No Romantic Relationship(s), CC-2224 | Cody & CC-1010 | Fox, CC-1010 | Fox & CC-3636 | Wolffe, CC-1010 | Fox & CC-6454 | Ponds, CC-5052 | Bly & CC-1010 | Fox, CC-1010 | Fox & CT-7567 | Rex, CC-1010 | Fox & Clone Commander Thorn (Star Wars), CC-1010 | Fox & CC-4477 | Thire, CC-1010 | Fox & CC-5869 | Stone, Jarjar binks - Relationship","CT-27-5555 | ARC-5555 | Fives, CC-2224 | Cody, CT-7567 | Rex, CC-6454 | Ponds, CC-1010 | Fox, CC-5052 | Bly, CC-3636 | Wolffe, CC-5869 | Stone, CC-4477 | Thire, Clone Commander Thorn (Star Wars), Coruscant Guard (Star Wars) - Character, Jar Jar Binks","Star Wars: The Clone Wars (2008) Spoilers, CC-1010 | Fox Needs A Hug, CT-27-5555 | ARC-5555 | Fives Deserves Better, Protective CC-2224 | Cody, How Do I Tag, Mando'a Language (Star Wars), CC-1010 | Fox Deserves Better, CT-7567 | Rex Needs a Hug, Everyone Needs A Hug"
45005299,Creator Chose Not To Use Archive Warnings,"Padmé Amidala/Anakin Skywalker, Anakin Skywalker & Luke Skywalker, Leia Organa & Anakin Skywalker","Anakin Skywalker, Padmé Amidala, Luke Skywalker, Leia Organa, C-3PO (Star Wars), R2-D2 (Star Wars)","Domestic Fluff, Fluff, Father-Son Relationship, Father-Daughter Relationship, Anakin Skywalker Doesn't Turn to the Dark Side, Good Parent Anakin Skywalker, Family Dynamics, I Wrote This Instead of Sleeping"
45005245,No Archive Warnings Apply,,"Ben Solo | Kylo Ren, Kylo Ren, Ben Solo",Star Wars: Sequel Trilogy Era
45004921,No Archive Warnings Apply,Din Djarin/Reader,Din Djarin,"Fluff, Mutual Pining, Romantic Tension, Early Relationship, me making stuff up about space flora, me making a planet up, Angst, Hurt/Comfort, Cuddling, Helmetless Din Djarin, but only in the dark, Keldabe Kiss, which can be considered as a first kiss, Use of mando'a, Not Canon Compliant, takes place after season 2 and before tbobf, Reader's gender is not specified"
45003463,Major Character Death,,"CT-7567 | Rex, Anakin Skywalker, Obi-Wan Kenobi","Psychic Wolves, No beta we die like younglings"
45003379,No Archive Warnings Apply,"Anakin Skywalker & Shmi Skywalker, Cliegg Lars/Shmi Skywalker","Shmi Skywalker, Anakin Skywalker, mentioned Obi-Wan Kenobi - Character, mentioned Qui-Gon Jinn - Character","Fluff and Angst, Happy to Sad, Parental Shmi Skywalker, Shmi Skywalker Needs A Hug, Anakin is starting to have dreams, Pro-Jedi in this house, no beta we die like liberty"
45003106,No Archive Warnings Apply,Female Revan/Bastila Shan,"Bastila Shan, Female Revan (Star Wars)","Fluff, Femslash February, Kissing"
44982106,No Archive Warnings Apply,"Obi-Wan Kenobi & Anakin Skywalker | Darth Vader, Padme Amidala/Anakin Skywalker (minor)","Anakin Skywalker | Darth Vader, Obi-Wan Kenobi, Padme Amidala (minor)","Movie: Star Wars: Revenge of the Sith, Anakin Skywalker Needs a Hug, Obi-Wan Kenobi Needs a Hug, Obi-Wan Kenobi Is Bad At Feelings, Anakin Skywalker Needs Therapy, Angst, Heavy Angst, Hurt/Comfort, Family, Friendship, Father-Son Relationship, Obi-Wan Kenobi is Anakin Skywalker's Parent, Obi-Wan Kenobi & Anakin Skywalker Friendship, Hopeful Ending, Ambiguous/Open Ending"
45001870,No Archive Warnings Apply,,Original Clone Trooper Character(s) (Star Wars),"Trans Female Character, Gender Identity, Clone Trooper Culture (Star Wars), Clone Troopers Deserve Better (Star Wars), Clone Troopers Speak Mando'a (Star Wars), Trans Clone Troopers (Star Wars), Clone Trooper-centric (Star Wars), Mando'a Language (Star Wars), Self-Discovery, Hopeful Ending"
44911483,No Archive Warnings Apply,Obi-Wan Kenobi/Anakin Skywalker,"Anakin Skywalker, Obi-Wan Kenobi",
45000388,No Archive Warnings Apply,CC-2224 | Cody/Obi-Wan Kenobi,"CC-2224 | Cody, Obi-Wan Kenobi","mentions Waxer, Codywan Sleep Bingo 2023, Sleep, Bingo, jedi need sleep too, pillows, Clone Trooper Shenanigans (Star Wars)"
44999467,Creator Chose Not To Use Archive Warnings,Luke Skywalker & Darth Vader,"Luke Skywalker, Darth Vader, Mentioned Palpatine - Character","Father-Son Relationship, Post-Star Wars: The Empire Strikes Back, Force Bond (Star Wars), Fluff and Angst, Mostly Fluff, Parent Darth Vader, Alternate Universe - Canon Divergence, No Beta"
44999212,No Archive Warnings Apply,"CT-7567 | Rex/Ahsoka Tano, CT-7567 | Rex & Ahsoka Tano","CT-7567 | Rex, CC-3636 | Wolffe, CC-5576-39 | Gregor","Pining, Malfunctioning Electronic, Reflection, Separations, Canon Compliant, Rexsoka Monthly, February 2023: Broken Datapad"
44997289,No Archive Warnings Apply,Thrawn | Mitth'raw'nuruodo/Eli Vanto,"Thrawn | Mitth'raw'nuruodo, Eli Vanto","Post-Canon, True Love, Minor Injuries, Happy Ending, Eli Vanto in the Chiss Ascendancy, Post-Purrgil, Established Thrawn | Mitth'raw'nuruodo/Eli Vanto, Reuniting, Sad and Sweet, This is not my usual type of fic, Not Beta Read"
44997109,No Archive Warnings Apply,Anakin Skywalker & Ahsoka Tano,"Anakin Skywalker, Ahsoka Tano","Jedi Master Anakin Skywalker, Friendship, Male-Female Friendship, Fluff, Platonic Relationships, Padawan Ahsoka Tano, One Shot, Anakin Skywalker & Ahsoka Tano Friendship, Short & Sweet, Short One Shot, Jedi Master Obi-Wan Kenobi, Obi-Wan Kenobi is Anakin Skywalker's Parent"
44997019,No Archive Warnings Apply,,Obi-Wan Kenobi,"Drabble, Angst, Drama, Missing Scene, Psychological Trauma, Post-Canon, Character Study, Post-Duel on Mustafar (Star Wars), Hurt Obi-Wan Kenobi, POV First Person, Emotional Hurt"
45045938,Creator Chose Not To Use Archive Warnings,Feemor/CC-1010 | Fox,"Feemor (Star Wars), CC-1010 | Fox, Coruscant Guard Clone Troopers (Star Wars)","Alternate Universe - Canon Divergence, Major Character Injury, CC-1010 | Fox Needs A Hug, Hurt CC-1010 | Fox, Identity Reveal, Hurt No Comfort, Holocrons (Star Wars), Whump, Angst and Tragedy, if getting stabbed is a tragedy, that or finding out ur crush went sith, Febuwhump 2023"
45019087,No Archive Warnings Apply,"CT-7567 | Rex & Reader, Malcolm Bright & Reader, Negan & Reader, rick grimes & reader, Sam and Dean & Reader, Malcolm Bright/You, Dean Winchester & Sam Winchester","Dean Winchester, Sam Winchester, CT-7567 | Rex, CT-5597 | Jesse, CT-6116 | Kix, Malcolm Bright, Negan Smith, Rick Grimes, Original Supernatural (TV) Character(s), Original Walking Dead characters, Original Jedi Characters, Original Prodigal Son characters","POV Second Person, Reader is not an insert, You are reader, Freeform, multifandom - Freeform, writing challenge, Angst, Drama, Friendship, character exploration, Alternate Universe - Canon Divergence, Hurt/Comfort, Grief/Mourning, Loss of Parent(s), Loss of Innocence, loss of family, Death, Angst and Humor, Humor, Found Family, Romance, Mentor Negan Smith, Protective Negan, Pre-Canon, Post-Canon, Post-Traumatic Stress Disorder - PTSD, Protective Malcolm Bright, Malcolm Bright is a Mess, But he’s a functional mess here, pre-501st legion, One Shot Collection, Sam and Dean are Sam and Dean, Sickfic, Near Death Experiences, Dean is the hero"
44996848,No Archive Warnings Apply,"Leia Organa & Luke Skywalker & Han Solo, Leia Organa & Luke Skywalker, Luke Skywalker & Han Solo, Leia Organa/Han Solo","Luke Skywalker, Leia Organa, Han Solo","Fluff, One Shot, Friendship, Siblings, Sibling Bonding, Sibling Love, Pillow Fights, Late Night Conversations, Minor Leia Organa/Han Solo, Bedtime Stories, Family, Family Feels, Family Fluff, Team as Family, Family Bonding, Skywalker Family Feels (Star Wars), Post-Star Wars: The Last Jedi, Post-Star Wars: Return of the Jedi, Short & Sweet, Sweet, Mentioned Chewbacca (Star Wars), Chewbacca is So Done (Star Wars), Mentioned Lando Calrissian"
44996017,No Archive Warnings Apply,"Cassian Andor & Brasso the Ferrixian, Cassian Andor/Brasso the Ferrixian","Brasso the Ferrixian (Star Wars), Cassian Andor","Fear of Flying, Panic Attacks, Best Friends, Pining, (it's there without really being spelled out so ig you can read it as & rather than / if you prefer), sea swimming, Some Plot, Character Study, nothing really happens no..., it could. ask me if you'd like it to., Space Flight, Pre-Canon, Boys Being Boys, sopping wet cat cassian (literally), 28000 headcanons in a trenchcoat pretending to have a plot, a product of my grease monkeys brain rot"
44037049,No Archive Warnings Apply,"Qui-Gon Jinn & Obi-Wan Kenobi, Obi-Wan Kenobi & Anakin Skywalker, Qui-Gon Jinn & Anakin Skywalker, Padmé Amidala/Anakin Skywalker","Qui-Gon Jinn, Obi-Wan Kenobi, Anakin Skywalker, Quinlan Vos, Padmé Amidala","Fluff, Emotional Hurt/Comfort, Tea, Gentle, Hurt/Comfort, Whump, No Plot/Plotless, Late Night Conversations, One Shot Collection, Teasing, Master & Padawan Relationship(s), Obi-Wan Kenobi Needs a Hug, Qui-Gon Jinn Lives, Qui-Gon Jinn is a Good Jedi Master, Qui-Gon Jinn Needs a Hug, Padawan Obi-Wan Kenobi, Drunken Shenanigans, Nightmares, Cooking, Exams, Domestic Fluff, Exhaustion"
44993998,Graphic Depictions Of Violence,,"Obi-Wan Kenobi, Anakin Skywalker","Drabble, Angst, Drama, Alternate Universe - Canon Divergence, Fix-It, Battle of Mustafar (Star Wars), Emotional Hurt, Emotional Hurt/Comfort, Angst and Feels, Post-Order 66 (Star Wars)"
44993206,No Archive Warnings Apply,Omega & Tech (Star Wars: The Bad Batch),"Omega (Star Wars: The Bad Batch), Tech (Star Wars: The Bad Batch)","Pre-War Mantle, Family, Friendship, Teacher-Student Bonding, Obligatory Star Wars Animal Encounter, Nala Se (mentioned) - Freeform, Cid (Mentioned), brother-sister bonding, DadTech"
44991955,No Archive Warnings Apply,,"Raphael (TMNT), Leonardo (TMNT), Michelangelo (TMNT), Donatello (TMNT), April O'Neil (TMNT), Splinter (TMNT)",Meiloorun Fruit (Star Wars)
44253172,Creator Chose Not To Use Archive Warnings,"Din Djarin & Grogu | Baby Yoda, Din Djarin & Cara Dune, Din Djarin & Fennec Shand, Din Djarin & Boba Fett & Fennec Shand, Din Djarin & Boba Fett, Boba Fett & Fennec Shand, Din Djarin & Cobb Vanth, Din Djarin & Greef Karga, Cara Dune & Greef Karga, Din Djarin & Cara Dune & Greef Karga","Din Djarin, Boba Fett, Fennec Shand, Cara Dune, Greef Karga, Moff Gideon (Star Wars), Grogu | Baby Yoda, Dark Trooper Characters (Star Wars), Stormtrooper Character(s)","we hate moff gideon, Whump, because there isn't enough:, Mandalorian whump, Din Djarin Whump, we love grogu and his dad, I don't know what else to add, Implied/Referenced Torture, Hurt Din Djarin, Hurt Boba Fett, Hurt/Comfort"
44990902,No Archive Warnings Apply,CC-2224 | Cody/Obi-Wan Kenobi,"CC-2224 | Cody, Obi-Wan Kenobi","Post-Rako Hardeen Arc (Star Wars: Clone Wars), Light Angst, like if you squint light, Fluff and Humor, Missing Scene, kind of, Not Beta Read"
44989786,No Archive Warnings Apply,"Ezra Bridger & Kanan Jarrus, Kanan Jarrus/Hera Syndulla, Ezra Bridger & The Ghost Crew","Ezra Bridger, Kanan Jarrus, Hera Syndulla, Sabine Wren, Garazeb ""Zeb"" Orrelios, C1-10P | Chopper, Mon Mothma, Dr. Gorst (Star Wars), Original Male Character(s)","Febuwhump, Febuwhump 2023, Hurt/Comfort, Hurt Ezra Bridger, Ezra Bridger Needs a Hug, Ezra Bridger Gets a Hug, Angst and Hurt/Comfort, Psychological Torture, Dizonite Screams from Andor, someone take these characters away from me, Father-Son Relationship, Minor Kanan Jarrus/Hera Syndulla, Parental Kanan Jarrus, Master & Padawan Relationship(s)"
44987356,No Archive Warnings Apply,"Din Djarin/Reader, Pedro Pascal/Reader",Din Djarin,"Soft Din Djarin, Squabbling, Not Beta Read, no beta we die like Jedi, medic reader, mostly exposition tbh, No Smut, Din Djarin Needs a Hug"
44987047,Creator Chose Not To Use Archive Warnings,,"CT-5597 | Jesse, CT-27-5555 | ARC-5555 | Fives, CT-21-0408 | CT-1409 | Echo, CT-6116 | Kix, Mari Kenobi-Fett, Original Child Character(s)","Clone Troopers Speak Mando'a (Star Wars), Protective Clone Troopers (Star Wars), Mentioned Ahsoka Tano, Mentioned CT-7567 | Rex, Fluff, Cute Kids, Sweet, Family Feels, CT-21-0408 | CT-1409 | Echo & CT-27-5555 | ARC-5555 | Fives are Twins, CT-27-5555 | ARC-5555 | Fives Lives, CT-5597 | Jesse Lives, CT-6116 | Kix is So Done, CT-21-0408 | CT-1409 | Echo is So Done, CT-27-5555 | ARC-5555 | Fives is a Good Bro, CT-21-0408 | CT-1409 | Echo is a Good Bro, CT-5597 | Jesse is a Good Bro, Family Dynamics, Clone Troopers as Brothers (Star Wars), Uncle-Niece Relationship, Mentioned Obi-Wan Kenobi, Mentioned CC-2224 | Cody"
44985526,Creator Chose Not To Use Archive Warnings,,"Mari Kenobi-Fett, Ahsoka Tano, Yoda (Star Wars), Mace Windu, Jedi Council (Star Wars), Original Child Character(s)","Mentioned Dooku (Star Wars), Mentioned Qui-Gon Jinn, Jedi as Found Family (Star Wars), Yoda's Disaster Lineage (Star Wars), Grandparent Yoda (Star Wars), Mari is smarter than she looks, Family Dynamics, Family Feels, Protective Ahsoka Tano, Ahsoka Tano Lives, Mentioned Mace Windu, Mentioned Yoda (Star Wars), Original Character(s)"
44984899,No Archive Warnings Apply,,Mara Jade,"Angst, Short One Shot, Expanded Universe, Canon Divergence - Star Wars Expanded Universe"
42568461,No Archive Warnings Apply,"Narian/Sirit, Narian & Nousornu, Narian & Kyyrrri, Sirit & Nousornu, Sirit & Kyyrrri, Narian & Bril, Sirit & Bril, Narian & Escape, Escape & Kyyrrri, Narian & Kidi, Narian & Ralir, Narian & Thurku, Nousornu & Thurku","Narian (Star Wars), Sirit (Star Wars), Kyyrrri (Star Wars), Nousornu (Star Wars), Bril (Star Wars), Escape (Star Wars), Ralir (Star Wars), Thurku (Star Wars), Haali (Star Wars), Lizzah (Star Wars), Glaystonri (Star Wars), Reida (Star Wars), Megao (Star Wars), Carselie (Star Wars), Janfo (Star Wars), Twiklan (Star Wars), Murraiy (Star Wars)","References to Star Wars: The Clone Wars (2008), Post-Star Wars: The Clone Wars, Canon Compliant, Canon Universe, During Canon, The Force, Star Wars mechanic, Chiss, Wookies, Twi'leks, Planet Coruscant (Star Wars), Coruscant Underworld (Star Wars), Planet Batuu (Star Wars), Star Wars freighter ships, Pirates, Mother-Daughter Relationship, Sister-Sister Relationship, Force-Sensitive Chiss, Brief Scenes of Slavers, Blaster Wounds (Star Wars), Building A Home, POV Third Person Limited, Clone Trooper Inhibitor Chips (Star Wars), The Chiss Ascendency (mentioned), Grey Jedi (implied), Experimentation with the Force (Star Wars)"
44983312,No Archive Warnings Apply,,,Inspired by Roleplay/Roleplay Adaptation
