the_rain_on_kamino,Wrecker (Star Wars: The Bad Batch)/Reader,Wrecker (Star Wars: The Bad Batch) & ReaderWrecker (Star Wars: The Bad Batch),Reader
writingtoforgetreality,Din Djarin/Reader,Din Djarin/YouDin Djarin,Grogu 
Kiyoykin,WTF ,Winter Temporary Fandom Kombat 2023,Crafts
MapleWritesFanFiction101,Hunter & Omega (Star Wars: The Bad Batch),Omega & Tech (Star Wars: The Bad Batch),Omega & Wrecker (Star Wars: The Bad Batch)
nottheoneyouwant,CC-2224 ,Character Study,Cody & Luke Skywalker
papermachine,Rex,CT-7567 ,CC-2224 
NikkiRouse,Obi-Wan Kenobi & Quinlan Vos,Qui-Gon Jinn & Obi-Wan Kenobi,Obi-Wan Kenobi & Luminara Unduli
kittona,Obi-Wan Kenobi/Anakin SkywalkerObi-Wan Kenobi,Anakin SkywalkerAlternate Universe - Modern Setting,Dogs
TheOnlyLoveForSoujiroSeta,Kylo Ren,Finn/Kylo Ren,Finn/Ben Solo 
Nerd Things and Dragon Wings (NerdThings_and_DragonWings),ARC-5555 ,CT-21-0408 ,CT-1409 
canadadry_eyes,CC-2224 ,Cody,Sheev Palpatine 
gender_bender08,CT-7567 ,CT-21-0408 ,CT-1409 
Calacious,nanNameless Newbie Stormtrooper,Darth Vader,Stormtroopers
vodoley17,Sheev Palpatine/Mace WinduSheev Palpatine,Mace WinduHumor,Alternate Universe
stolen_pen_name23,Obi-Wan Kenobi & Anakin SkywalkerObi-Wan Kenobi,Obi-Wan Kenobi Needs a Hug,Angst
GriffinStone,No Romantic Relationship(s)CT-21-0408 ,CT-1409 ,Echo
LittleLorna,CT-7567 ,Rex/Ahsoka TanoCT-5597 ,Jesse
Lilibet,Qui-Gon Jinn/Obi-Wan KenobiQui-Gon Jinn,Obi-Wan Kenobi,Mace WinduAlternate Universe
azurethevampire,Baby Yoda,Din Djarin & Grogu ,Din Djarin & Original Child Character(s)Din Djarin
PoliticalPadmé (magnetgirl),nanFennec Shand,Boba FettDrabble,Character Study
Tiny_Coryne,CT-7567 ,Rex/Original Female Character(s),Forbidden Love
RensKnight18,nannannan
Jessepinwheel,Cody,nanCC-2224 ,Obi-Wan Kenobinan
OneStepShort,Clone Force 99 ,Bad Batch & Crosshair (Star Wars: Bad Batch),Crosshair & Hunter & Omega & Tech & Wrecker (Star Wars: The Bad Batch)Crosshair (Star Wars: The Bad Batch)
bobbimorselover33,beilert valance & beilert valance's father,Obi-Wan Kenobi & Anakin SkywalkerBeilert Valance,Beilert Valance's Father
Toucheholland23,nanOriginal Jedi Character(s) (Star Wars),Original Characters,Clone Cadets (Star Wars)
LacieFuyu,Obi-Wan Kenobi & Ahsoka TanoObi-Wan Kenobi,Ahsoka TanoPadawan Novel Reference (Star Wars),Obi-Wan Kenobi POV
MadMag,CC-2224 ,Cody/Obi-Wan KenobiCC-2224 ,Cody
Ibelin,Obi-Wan Kenobi & Anakin SkywalkerObi-Wan Kenobi,Anakin SkywalkerAngst,Emotional Hurt/Comfort
cyareclones,ARC-5513 ,Locks/Urudyk Sa'azaUrudyk Sa’aza,LocksUnresolved Romantic Tension
Rintama,nannanAction/Adventure,Romance,Science Fiction
Anna_Wing,Kylo Ren,Kylo Ren/Rey,Hux/VIctory for the First OrderBen Solo 
edgeofn1ght,Obi-Wan Kenobi/Anakin SkywalkerObi-Wan Kenobi,Anakin SkywalkerObikin Events' Bingo 2022,Alternate Universe - Modern Setting
dolphingirl16,Baby Yoda,Din Djarin/ReaderGrogu ,Din Djarin
always_a_slut_for_hc,CC-1010 ,Fox,Hurt/Comfort
Batsutousai,Feemor & Obi-Wan KenobiObi-Wan Kenobi,Feemor (Star Wars),Original Jedi Character(s) (Star Wars)
moose_misses_sweets,Din Djarin/Reader,Din Djarin/You,Din Djarin & Reader
Red_Yennifer,Wexley1940s,Alternate Universe - 1940s,1950s
Shortcuts_make_long_delays,CC-2224 ,Cody/Obi-Wan Kenobi,Clone Trooper Crys & Clone Trooper Wooley (Star Wars)
Avner_Varne,nanBastila Shan,Carth Onasi,Revan (Star Wars)
SuliuSaltfish,Obi-Wan Kenobi/Anakin SkywalkerObi-Wan Kenobi,Anakin Skywalker,Original Jedi Character(s) (Star Wars)Force Ghost Anakin Skywalker
Anime_lover2741,Wednesday Addams/Enid Sinclair,Bianca Barclay/Yoko Tanaka,Gomez Addams/Morticia Addams
Evadney,CT-6116 ,CT-7567 ,No Romantic Relationship(s)
NewCocoa,Leia Organa & Luke SkywalkerLuke Skywalker,Leia OrganaFluff,Songfic
Urlocalbisexualmess,NoneOriginal CharactersInspired by Fanfiction
too_many_sabers,CT-9904 ,Crosshair/Original Female Character(s),Crosshair/Original Character(s)
W0LF0NG,OrreliosThe Fulcrum Trio,Angst,Bittersweet
Raven6113,Kaeden Larte/Ahsoka Tano,Padmé Amidala/Anakin Skywalker,Anakin Skywalker & Ahsoka Tano
CactusInTheBin,nanVah'nya (Star Wars)Sad,I Wrote This Instead of Sleeping,Emotional Hurt/Comfort
Hufflypuffly,Din Djarin/ReaderDin Djarin,Reader,Star Wars - Freeform
RavenLilyRose,3SF,3 Sentence Ficathon 2023,Baby Yoda
300spartans,Padmé Amidala/Anakin Skywalker,Anakin Skywalker & Ahsoka Tano,Obi-Wan Kenobi & Ahsoka Tano
SpaceDisater,nanFemale Jedi Knight ,Hero of Tython,Female Bounty Hunter (Star Wars)
LordKura12,Anakin Skywalker & Luke SkywalkerAnakin Skywalker,Luke Skywalkernan
Darth_Zhaktus,Hero of Tython,nanFemale Jedi Knight ,Male Jedi Knight 
imsfire,Cassian Andor/Jyn ErsoCassian Andor,Jyn Erso,Maia (Star Wars: Rogue One)
whalebone,Jyn Erso & Lyra ErsoLyra Erso,Jyn ErsoPre-Canon,Mother-Daughter Relationship
theunacknowledged,Din Djarin & Grogu ,Baby YodaDin Djarin,Grogu 
Dinogirl123,CC-1010 ,Fox,Wolffe
Dronzer117,nanStar Wars EnsembleParody
dat_physics_boi,nanBorg Collective (Star Trek)headcanons,Hyperdrive - Freeform,warp drive
jedi_katalina,nanLuthen Raelnan
Catgurl23,CT-1409 ,Echo,nanCT-5597 
cobi240,nanRowan Freemaker,Kordi Freemaker,Zander Freemaker
lemonlimespine,nanTech (Star Wars: The Bad Batch),Crosshair (Star Wars: The Bad Batch),Wrecker (Star Wars: The Bad Batch)
montymisfit,Obi-Wan Kenobi/Anakin SkywalkerObi-Wan Kenobi,Anakin Skywalker,Ahsoka Tano (mentioned)Drabble
CrazySky,Obi-Wan Kenobi/Anakin Skywalker,Obi-Wan Kenobi & Anakin SkywalkerObi-Wan Kenobi,Anakin Skywalker
lenmii,Din Djarin/Original Character(s),Din Djarin/Original Male Character(s)Din Djarin,Grogu 
TSaan,nanOriginal Jedi Character(s) (Star Wars),Jedi Council (Star Wars),Original Clone Trooper Character(s) (Star Wars)
k3nvirtual,Clone Force 99 ,Crosshair & Hunter & Tech & Wrecker (Star Wars: The Bad Batch),Hunter & Tech (Star Wars: The Bad Batch)
Dezgate,Atsu Dontell,Hunter (Star Wars: The Bad Batch),CT-21-0408 
dieFabuliererin,nanTech (Star Wars: The Bad Batch),CT-21-0408 ,CT-1409 
HNWitt15,Obi-Wan Kenobi/Anakin Skywalkernannan
Kylos_Right_Nut,Kylo Ren,Kylo Ren/ReaderBen Solo ,Readerfairytale AU
mauvera,Qui-Gon Jinn & Obi-Wan Kenobi,Padmé Amidala & Obi-Wan Kenobi,Obi-Wan Kenobi & Mace Windu
Haven_Lights,Baby Yoda,Grogu ,Din Djarin/Cobb Vanth
RogueFlight,nanAnakin Skywalker,Ahsoka Tano,Obi-Wan Kenobi
visitbespin (janeseyre),OrreliosLight Angst,Emotional Hurt/Comfort,Road Trips
Kanoiverse,Yoda & Original Jedi Character(s),Ki-Adi-Mundi & Original Jedi Character(s),Jedi Master Character(s) & Jedi Padawan Character(s)
dinjdarin,Din Djarin/Luke SkywalkerDin Djarin,Luke Skywalkeri don’t think this is sad enough to be angst but . it’s not happy!,Luke Skywalker Needs A Hug
ItMeYaGril,Hermione Granger/Harry PotterHarry Potter,Hermione Granger,Ron WeasleyEvil Author Day 2023
v838monoceros,nanAnakin Skywalker ,Darth Vader,Firmus Piett
KeeperoftheCottage,Luke Skywalker/Han SoloLuke Skywalker,February Ficlet Challenge,Han Solo
imaginary_golux,Finn/Rey (Star Wars)Finn (Star Wars),Rey (Star Wars)Bodyswap,Force Bond (Star Wars)
SkywalkerandMarvelFan,Darth Vader/ReaderDarth Vader,Readernan
The_confused_writer,Baby Yoda,Din Djarin & Grogu ,Baby Yoda & Peli MottoDin Djarin
sleepy_catz,Omega & Tech (Star Wars: The Bad Batch)Omega (Star Wars: The Bad Batch),Tech (Star Wars: The Bad Batch)Hurt/Comfort,mostly comfort
RetiredHuman,Ezra Bridger/Vah'nya,Ephraim Bridger/Mira Bridger,Ephraim Bridger & Ezra Bridger & Mira BridgerEzra Bridger
Bralatine,Obi-Wan Kenobi,Obi-Wan Kenobi/Satine Kryze,Satine Kryze/Giddean Danu
kj_feybarn,Obi-Wan Kenobi & R2-D2,Boba Fett & Obi-Wan Kenobi,Boba Fett & R2-D2
Purplesauris,Star wars OC & Luke Skywalker,Star Wars OC & Din DJarinDin Djarin,Luke Skywalker
Star Princess (Artistic_Angel374),Baby Yoda,Din Djarin & Grogu ,Baby Yoda & Original Female Character(s)
mimi10131,Rex,Jesse,CT-27-5555 
swordstorm,Lana Beniko/Female Sith WarriorFemale Sith Warrior,Lana Benikoset during Shadow of Revan,in which anxiety continues to be a new emotion
Half_elf28,Carth Onasi/Female RevanRevan (Star Wars),Female Revan (Star Wars),Carth Onasi
Judge1964,CT-21-0408 ,CT-1409 ,Hunter & Omega (Star Wars: The Bad Batch)
BarbaraKaterina,Past Obi-Wan Kenobi/Satine Kryze - RelationshipObi-Wan Kenobi,Satine Kryze,Ahsoka Tano
vexbatch,CT-1409 ,ARC-5555 ,Jon Antilles/CT-21-0408 
menphina,CC-1010 ,Coruscant Guard & CC-1010 ,FoxCC-1010 
Wheeljacks_rear_bumper,Rey/Ben Solo ,Kylo RenRey (Star Wars),Ben Solo 
LLN3dseestheLight,Raoul Am/Katze,Iason Mink/Riki,Derek Hale/Stiles Stilinski
cakushi,Qui-Gon Jinn/Obi-Wan KenobiQui-Gon Jinn,Obi-Wan Kenobi,Dexter Jettster
spaceboytoy,CC-2224 ,Cody & Obi-Wan KenobiObi-Wan Kenobi,CodyHurt/Comfort
revelationinthelightofday,Sheev Palpatine ,Anakin Skywalker & Ahsoka Tano,Padmé Amidala/Anakin Skywalker
Leo_Rosa,Kylo Ren,Rey/Ben Solo ,Rey & Rose TicoRey (Star Wars)
consular,Female Bounty Hunter/Gault Rennow,Arcann/Female Jedi Knight ,Hero of Tython
mosteveryonesmad,Sirius Black/Remus Lupin,James Potter/Lily Evans Potter,Hermione Granger/Draco Malfoy
Jayden Braxton (writerxslamz),CT-7567 ,Rex/Original Female Character(s),Rex/ReaderCT-27-5555 
theslowestpoke,Armitage Hux/Kylo RenArmitage Hux,Ben Solo ,Kylo RenAmbiguous Relationships
Judeca,Din Djarin/Luke Skywalker,Leia Organa/Han SoloDin Djarin,Luke Skywalker
ReadingBlueWolf,nanCT-7567 ,Rex,CT-21-0408 
fgalaxy_0418,Obi-Wan Kenobi/Anakin Skywalker,Din Djarin/Luke SkywalkerAnakin Skywalker,Obi-Wan Kenobi
thehouseofblack,CT-7567 ,Rex/Anakin Skywalker,Anakin Skywalker & Ahsoka Tano
AhsokaHermioneGamgee,The Force,POV Third Person Limited,Balance in the Force (Star Wars)
r2peepoo,ARC-5555 ,CT-21-0408 ,CT-1409 
SnowOwl75692,Baby Yoda,Boba Fett,Fennec Shand
ManyCats,Obi-Wan Kenobi & Anakin SkywalkerAnakin Skywalker,Obi-Wan KenobiAge Regression/De-Aging,kind of
seascribble,Original Clone Trooper Character(s)/Original Clone Trooper Character(s) (Star Wars)Original Clone Trooper Character(s) (Star Wars)Snippet,First Kiss,Growing Up Together
Anomuran,Anakin Skywalker/Thrawn ,Mitth'raw'nuruodoAnakin Skywalker,Thrawn 
okaypianist,Rey/Ben Solo ,Kylo RenRey (Star Wars),Ben Solo 
eskaywai,Padmé Amidala/Anakin Skywalker,Obi-Wan Kenobi & Anakin Skywalker,Anakin Skywalker & Ahsoka Tano
JeskaGrace,No Romantic Relationship(s)Qui-Gon Jinn,Obi-Wan Kenobi,Anakin SkywalkerAlternate Universe - Canon Divergence
Gal (Gal_tic),Kylo Ren,Rey/Ben Solo ,Rey/Ben Solo
AozoraNoShita,Obi-Wan Kenobi/Anakin SkywalkerObi-Wan Kenobi,Anakin Skywalker,Shmi SkywalkerSoulmates
MidNightTiger,Dexter Jettster/Grievous ,Qymaen jai Sheelal/Obi-Wan KenobiDexter Jettster,Obi-Wan Kenobi
cerealgrain,CC-2224 ,Cody/Obi-Wan KenobiCC-2224 ,Cody
Black_Raine74,Hunter/Tech (Star Wars: The Bad Batch)Hunter (Star Wars: The Bad Batch),Tech (Star Wars: The Bad Batch)Fluff,Drinking
Skyrissian (ErinacchiLove),do not copy to another site,Lando Calrissian/Luke SkywalkerLuke Skywalker,Lando CalrissianEstablished Relationship
MaldicionDeLuna,Kylo Ren,Armitage Hux/Ben Solo ,Obi-Wan Kenobi/Anakin Skywalker
Briar_the_greyJedi,Anakin Skywalker/Original Female Character(s),Darth Maul/Original Female Character(s),Padmé Amidala/Anakin SkywalkerOriginal Female Character(s)
RevelInMagic,Crosshair (Star Wars: The Bad Batch)/Reader,Clone Force 99 ,Bad Batch/ReaderCrosshair (Star Wars: The Bad Batch)
Bispaceace,CT-1409 ,CT-21-0408 ,CT-9904 
Derpy_Potato,nannannan,Atreus & Ahsoka,Atreus & Kratos (God of War)
stargateinmybasement,nannanBredlik,i lik the bred,Meme
FloingMachines,Orrelios,Hera SyndullaAngst,Post-Canon
yomawari,CC-2224 ,Cody/Obi-Wan KenobiCC-2224 ,Cody
LRRH17,Kylo Ren,Rey/Ben Solo ,Ben Solo 
SotS,nanDooku (Star Wars)Alternate Universe - Canon Divergence,Force Visions (Star Wars),Jedi Master Dooku (Star Wars)
maragny,Obi-Wan Kenobi/Anakin Skywalker,Depa Billaba & Anakin Skywalker,Anakin Skywalker & Yoda
AGreekDemigod,CC-2224 ,Cody/Obi-Wan KenobiObi-Wan Kenobi,CodyAlternate Universe - Modern Setting
MBlair,Rey/Ben Solo ,Kylo RenRey (Star Wars),Ben Solo 
Shadaras,Jyn Erso & Saw GerreraJyn Erso,Saw GerreraTriple Drabble,Pre-Canon
Kay2Es0,Padmé Amidala/Anakin SkywalkerPadmé Amidala,Anakin Skywalker,Luke Skywalker
lucymonster,Rey/Ben Solo ,Kylo RenRey (Star Wars),Ben Solo 
ohtempora,Cassian Andor & Jyn ErsoCassian Andor,Jyn ErsoMissing Scene,Canon Compliant
Lionwingz,Anakin Skywalker & Ahsoka TanoAhsoka Tano,Anakin SkywalkerDramatic Irony,Mild Hurt/Comfort
Star_Wars_Jedi_Girl,Leia Organa/Han Solo,Leia Organa & Luke Skywalker,Nya/Jay WalkerLuke Skywalker
Sunshine_lollipops_and,Obi-Wan Kenobi,No Plot/Plotless,Obi-Wan Kenobi/Satine KryzeSatine Kryze
101places,Revan/Bastila Shan,Female Revan/Bastila ShanRevan (Star Wars),Female Revan (Star Wars)
Vandenpalmet,Jedi Master Character(s) & Jedi Padawan Character(s),Female Bounty Hunter/Female Jedi Knight ,Hero of Tython
Bluebellstar,Cody,CC-2224 ,Cody/Obi-Wan KenobiCC-2224 
NatCat31,Obi-Wan Kenobi/Anakin SkywalkerObi-Wan Kenobi,Anakin SkywalkerAlternate Universe - Soulmates,Soulmates
lothya,WTF Kombat 2023,Don’t copy to another site,Not for vote
SelkieLament,nanOmega (Star Wars: The Bad Batch),Hunter (Star Wars: The Bad Batch)Emotional Hurt/Comfort,Spoilers
MissyPup,CC-2224 ,Cody/Obi-Wan KenobiCC-2224 ,Cody
Somteul,CT-7567 ,Obi-Wan Kenobi & Anakin Skywalker & Ahsoka Tano,Rex & Anakin Skywalker
Somewhere_overthe_Reylo,Rey/Ben Solo ,Kylo RenRey (Star Wars),Ben Solo 
Saviin_K,Baby Yoda,Grogu ,Razor Crest 
Jerner,nanWrecker & Omega (Star Wars: The Bad Batch) - Character,CT-21-0408 ,CT-1409 
Xenomorphic,CC-2224 ,Cody/Obi-Wan KenobinanAlternate Universe - Fantasy,Alternate Universe - Magical Realism
regina_stellaris,CC-2224 ,Cody/Obi-Wan Kenobi,Clone Trooper Boil/Clone Trooper Waxer (Star Wars)CC-2224 
egeria,Alternate Universe - Canon Divergence,Obi-Wan Kenobi/Anakin SkywalkerAnakin Skywalker,Obi-Wan KenobiEpistolary
FireAlder2005,Sheev Palpatine ,Darth Vader,Anakin Skywalker 
Кавайная акулка (Kawaii_sharky),Yogar Lyste/Thrawn ,Mitth'raw'nuruodoThrawn ,Mitth'raw'nuruodo
rose_griffes,Taga & JembocJemboc the Narkina 5 Prisoner (Star Wars),Taga the Narkina 5 Prisoner (Star Wars)post-episode,prison break - Freeform
Pandora151,Ahsoka Tano,Obi-Wan Kenobi & Anakin Skywalker,Obi-Wan Kenobi & Ahsoka Tano
artindistress,Grogu ,Baby Yoda,Din Djarin & Grogu 
SomeMess,Padmé Amidala/Anakin Skywalker,Anakin Skywalker & Luke Skywalker,Leia Organa & Anakin SkywalkerAnakin Skywalker
marislibrary,Din Djarin/ReaderDin DjarinFluff,Mutual Pining,Romantic Tension
Petra,nanCT-7567 ,Rex,Anakin Skywalker
RovingRanger,Anakin Skywalker & Shmi Skywalker,Cliegg Lars/Shmi SkywalkerShmi Skywalker,Anakin Skywalker
Recyclops9000,Female Revan/Bastila ShanBastila Shan,Female Revan (Star Wars)Fluff,Femslash February
Flowerparrish,Fluff,Jon Antilles & Knol Ven'nariJon Antilles,Developing Friendships
mashimero,Obi-Wan Kenobi/Anakin SkywalkerAnakin Skywalker,Obi-Wan Kenobinan
cordage,Thrawn ,Mitth'raw'nuruodo/Eli VantoThrawn ,Mitth'raw'nuruodo
AteIsa,Friendship,One Shot,Fluff
ArtWithShezz,CT-7567 ,Angst,Drama
sshysmm,Cassian Andor & Brasso the Ferrixian,Cassian Andor/Brasso the FerrixianBrasso the Ferrixian (Star Wars),Cassian AndorFear of Flying
crestofnobility,Omega & Tech (Star Wars: The Bad Batch)Omega (Star Wars: The Bad Batch),Tech (Star Wars: The Bad Batch)Pre-War Mantle,Family
N_is_King,nanRaphael (TMNT),Leonardo (TMNT),Michelangelo (TMNT)
scaredsnakesrattle,Baby Yoda,Din Djarin & Grogu ,Din Djarin & Cara Dune
marvel_van_hogh,Din Djarin/Reader,Pedro Pascal/ReaderDin DjarinSoft Din Djarin,Squabbling
JanePotterSkywalker,nanMara JadeAngst,Short One Shot,Expanded Universe
TwinTerrors,Dooku & Luke Skywalker,Dooku & Leia OrganaDooku ,Darth Tyranus
IKnowWhatToSayNow,Kanan Jarrus/Hera Syndulla,Kanan Jarrus & Jacen SyndullaJacen Syndulla,Kanan Jarrus
Triscribe,Cody,Alternate Universe - Canon Divergence,nanCC-2224 
Grand_Admiral_Ano,Thrawn ,Mitth'raw'nuruodo/Reader,Mitth'raw'nuruodo & ReaderThrawn 
IAmTheSpaceGeneral,nanPlo Koon,Mace Windu,Jedi!Maul - Character
DealerPathsOfGlory,nanOriginal Characters,Original Clone Trooper Character(s) (Star Wars),Aheka
eniyaelleonne,CT-7567 ,Anakin Skywalker & Luke Skywalker,Luke Skywalker & Ahsoka Tano
StarRoseColors,Cere Junda & Cal KestisCal Kestis,Cere Junda,BD-1 (Star Wars)
Shinx25,CC-2224 ,Rex,Cody & CT-7567 
ofyoursilentreverie,Anakin Skywalker & Ahsoka Tano,Obi-Wan Kenobi & Ahsoka Tano,Obi-Wan Kenobi & Anakin Skywalker & Ahsoka TanoAhsoka Tano
MoxieWrites49,nanHunter (Star Wars: The Bad Batch),Echo (Star Wars: The Bad Batch),Tech (Star Wars: The Bad Batch)
a_reliable_source_of_financial_advice,Kleya Marki & Luthen RaelLuthen Rael,Kleya Marki,Mon Mothma
lunarshadow,Tech Gets a Hug (Star Wars: The Bad Batch),Emotional Hurt/Comfort,Autistic Tech (Star Wars: The Bad Batch)
KCKenobi,Obi-Wan Kenobi & Anakin SkywalkerObi-Wan Kenobi,Anakin SkywalkerMentioned Qui-Gon Jinn,Loss
dontbelasagnax,Cody,CC-2224 ,Cody/Obi-Wan KenobiCC-2224 
WTF Star Wars 2023 (Fandom_Star_Wars),WTF ,Winter Temporary Fandom Kombat,WTF Star Wars 2023
Darth_Aratron,nanDarth Malgus,CT-7567 ,Rex
kuzzzma,Moff Gideon & Orson KrennicMoff Gideon (Star Wars),Orson Krennic,Original Stormtrooper Character(s) (Star Wars)Fashion & Couture
Uncanny_Valley_Girl,Obi-Wan Kenobi & Anakin SkywalkerObi-Wan Kenobi,Anakin SkywalkerMaster & Padawan Relationship(s),Obi-Wan Kenobi & Anakin Skywalker Friendship
spes_solus,CT-21-0408 ,CT-1409 ,Echo/Hunter (Star Wars: The Bad Batch)
Escharis,Obi-Wan Kenobi/Anakin SkywalkerObi-Wan Kenobi,Anakin Skywalker ,Darth VaderFake/Pretend Relationship
Luxs_Sister,Alexsandr Kallus,Wullf Yularen/Original Character(s),Alexsandr Kallus & Wullf YularenWullf Yularen
Maltacus,Barriss Offee/Ahsoka Tano,Barriss Offee & Ahsoka Tano,Obi-Wan Kenobi & Luminara Unduli
rxsecret,Leia Organa & Luke Skywalker,Anakin Skywalker & Luke Skywalker,Padmé Amidala & Luke Skywalker
WTF Lya ty krysa 2023 (lyatykrysa),nanThe Iron Bull (Dragon Age),Zhongli (Genshin Impact),Darth MaulCrafts
RubyStiff89,The Bad Batch - RelationshipTech (Star Wars: The Bad Batch),CT-21-0408 ,CT-1409 
Melidira,Crafts,WTF Kombat 2023,Don't copy to another site
girl_of_jade,Kylo Ren,Anakin Skywalker ,Ben Solo 
La_Signorina_Verdi,Armitage Hux/Ben Solo ,Kylo Ren,Armitage Hux/Kylo RenArmitage Hux
noirobscur,Armitage Hux/Ben Solo ,Kylo Ren,Armitage Hux/Kylo RenArmitage Hux
TsunamiWolf,Nyx Okami & Ahsoka TanoNyx Okami,Ahsoka Tanonan
Annette_N,WTF ,WTF DinCobb 2023,Winter Temporary Fandom Kombat 2023
AdelaideAnagram,nannannan
onthe_edge,Crosshair (Star Wars: The Bad Batch)/Reader,Crosshair (Star Wars: The Bad Batch)/YouCrosshair (Star Wars: The Bad Batch),Hunter (Star Wars: The Bad Batch)
MasterOfMemez96,Barriss Offee/ReaderBarriss OffeeFemale Reader,Lesbian Barriss Offee,Sparring
Livfiction,CC-2224 ,Cody/Obi-Wan Kenobi,CC-2224&Original Child Character
lilhawkeye3,CC-1010 ,Fox,Thire
Cuthalion97,CT-1409 ,CT-21-0408 ,Hunter (Star Wars: The Bad Batch)
skylarkblue,Kaydel Ko Connix/Jessika PavaKaydel Ko Connix,Jessika PavaPost-Star Wars: The Rise of Skywalker,Flirting
redroverrider,Riyo Chuchi/CC-1010 ,FoxRiyo Chuchi,CC-1010 
EviesWIPs (EviesWIPS),Obi-Wan Kenobi/Anakin SkywalkerObi-Wan Kenobi,Anakin Skywalker,Ahsoka Tano
MadHare0512,Poe Dameron/Finn,Poe Dameron & FinnPoe Dameron,Finn (Star Wars)Canon Compliant
redbluedragon11,nanEzra Bridger,Sabine Wren,Keith (Voltron)
picklebridge,CC-1010 ,Fox & CC-5869 ,StoneCC-5869 
AnonymousStoneFairyHero,Rex,CT-21-0408 ,CT-1409 
AnneOwl2803,Darth Vader,Darth Sidious,Padmé Amidala/Anakin Skywalker
LadyMest,WTF ,Din Djarin/Cobb VanthDin Djarin,Cobb Vanth
WTF SW Isard x Palpatine 2023 (fandom_SW_rare_pairings_2022),WTF ,Winter Temporary Fandom Kombat 2023,Winter Temporary Fandom Kombat
FlexFlex,nannanWTF Kombat 2023,Don't copy to another site,Fanart
Meganhs,CT-7567 ,Obi-Wan Kenobi & Anakin Skywalker,Anakin Skywalker & Ahsoka Tano
layeaa,Padmé Amidala & Park Seonghwa,Obi-Wan Kenobi & Park Seonghwa,Padmé Amidala/Anakin Skywalker
TelerinJedi,Ahsoka Tano,Yoda's Disaster Lineage (Star Wars),Cody
Penultimate1,Obi-Wan Kenobi & Anakin Skywalker,Obi-Wan Kenobi & Rex (Xenoblade Chronicles 2),Anakin Skywalker & Rex (Xenoblade Chronicles 2)Obi-Wan Kenobi
Lykkirykki,Qui-Gon Jinn & Obi-Wan KenobiQui-Gon Jinn,Obi-Wan KenobiMaster & Padawan Relationship(s),Padawan Obi-Wan Kenobi
PaxDuane,Spar,Jango Fett & Alpha-Ø2 ,Arla Fett & Boba Fett & Alpha-Ø2 
Noir_Kabuki,CT-1409 ,CT-21-0408 ,Echo & CT-7567 
PrinceJakeFireCake,Obi-Wan Kenobi,Yoda (Star Wars),Ahsoka Tano
Joseph_Gillis,suspected parentageCool Hand Luke - Character,Luke Skywalker,Maury PovichShocking Reveal
softlysuited,CC-2224 ,Cody/Obi-Wan KenobiCC-2224 ,Cody
Exasperated_Author,CT-1409 ,CT-21-0408 ,Mando'a Language (Star Wars)
Haicrys,Padmé Amidala/Anakin Skywalker,Obi-Wan Kenobi/Satine Kryze,Mara Jade/Luke SkywalkerLuke Skywalker
VerseNaberrie,Sabé/Anakin Skywalker,Poe Dameron/Leia OrganaLeia Organa,Poe Dameron
Dramaul,Canderous Ordo/Female Revan,Canderous Ordo/Revan,Canderous Ordo & Female Revan
WeeBeeBooks (BookofBeesSneeze),nanCal Kestis,BD-1 (Star Wars),Merrin (Star Wars)
Your_local_cryptid13,Cassian Andor/Karis NemikCassian Andor,Karis Nemik,Arvel Skeen
viiperfang,nanHunter (Star Wars: The Bad Batch),CT-21-0408 ,CT-1409 
PHL_Plane_Spotter,Ezra Bridger & Sabine WrenEzra Bridger,Sabine Wren,Jacen Syndulla
Gandalf_Stormcrow,Padmé Amidala/Anakin SkywalkerAnakin Skywalker ,Darth Vader,Padmé Amidala
ExstistentialCanadian,nanEzra Bridger,Others - MentionedExistentialism,Deification?
Deceitful_me,Din Djarin & Grogu ,Baby YodaDin Djarin,Grogu 
duskto_dawn6,Padmé Amidala & Obi-Wan Kenobi,Padmé Amidala/Anakin Skywalker,Leia Organa & Luke Skywalker
TechIllustrator2002,CT-1409 ,CT-21-0408 ,Echo
Mandaloria593,nanDin Djarin,Grogu ,Baby Yoda
ShaleenStark,Padmé Amidala/Anakin Skywalker,Obi-Wan Kenobi & Anakin Skywalker,Anakin Skywalker & Ahsoka Tano
Nelja,Padmé Amidala/SabéSabé (Star Wars)One-Sided Relationship,Drabble,Femslash February
TheNightPrincess,CT-7567 ,Rex/ReaderCT-7567 ,Rex
TwilightOfHope,Obi-Wan Kenobi/Satine KryzeObi-Wan Kenobi,Satine KryzeStranded,Thunderstorms
S_G_Dorrity,Leia Organa & Anakin SkywalkerAnakin Skywalker,Anakin Skywalker ,Darth Vader
MountainMann,Din Djarin/Boba Fett,Din Djarin & Grogu ,Baby Yoda
literallyjustanerd,CT-7567 ,ARC-5555 ,CC-2224 
Archonate_Soerwen,Male Revan/Bastila ShanMale Revan (Star Wars),Revan (Star Wars),Bastila ShanStar Wars References
eternalqueenofthemyscira,Omega & Wrecker (Star Wars: The Bad Batch)Wrecker (Star Wars: The Bad Batch),Omega (Star Wars: The Bad Batch)Hurt/Comfort,Fluff
helo572,CT-1409 ,CT-21-0408 ,Tech (Star Wars: The Bad Batch)
the_boy_kings_writings,Harrison Wells,Castiel/Dean Winchester,Gabriel/Sam Winchester
