"","author","total_posts","avg_posts_year","avg_posts_month","avg_posts_week","min_rating","max_rating","med_rating","avg_rating","min_word_count","max_word_count","avg_word_count","min_paragraph_count","max_paragraph_count","avg_paragraph_count","tag1","tag2","tag3","log_avg_rating"
"7501","kenwayallgetalong",1,1,1,1,447,447,447,447,1780,1780,1780,1,1,1,NA,NA,NA,6.10255859461357
"7502","Keolah",1,1,1,1,167,167,167,167,358,358,358,1,1,1,NA,NA,NA,5.11799381241676
"7503","Keraj123",1,1,1,1,38,38,38,38,1733,1733,1733,1,1,1,NA,NA,NA,3.63758615972639
"7504","Kereea",1,1,1,1,5530,5530,5530,5530,6457,6457,6457,1,1,1,NA,NA,NA,8.61794309451638
"7505","KernowTrekker",1,1,1,1,105,105,105,105,1326,1326,1326,1,1,1,NA,NA,NA,4.65396035015752
"7506","KerrAvonsen",1,1,1,1,907,907,907,907,1617,1617,1617,1,1,1,NA,NA,NA,6.81014245011514
"7507","kerrykhat",2,1,1,1,535,2184,1359.5,1359.5,1359,1997,1678,1,1,1,NA,NA,NA,7.21487226407253
"7508","kerrykins",1,1,1,1,342,342,342,342,910,910,910,1,1,1,NA,NA,NA,5.8348107370626
"7509","Kerryl",1,1,1,1,811,811,811,811,8464,8464,8464,5,5,5,NA,NA,NA,6.69826805411541
"7510","Kes",3,1.5,1,1,573,2604,946,1374.33333333333,2116,990,1360.33333333333,1,1,1,NA,NA,NA,7.22572404403879
"7511","kesomon",2,1,1,1,3519,16013,9766,9766,6193,666,3429.5,1,7,4,NA,NA,NA,9.1866622446216
"7512","kestiskyber",3,1.5,1.5,1,159,568,529,418.666666666667,2059,7853,3557,1,3,1.66666666666667,NA,NA,NA,6.03707505836003
"7513","ketchvies_avengersgirl666",4,2,1,1,136,17001,345.5,4457,19666,734,5348.25,1,25,7,NA,NA,NA,8.40223117294656
"7514","kettish",1,1,1,1,1360,1360,1360,1360,2335,2335,2335,1,1,1,NA,NA,NA,7.2152399787301
"7515","kevin0617",1,1,1,1,574,574,574,574,5012,5012,5012,5,5,5,NA,NA,NA,6.35262939631957
"7516","Kevona_TF",1,1,1,1,286,286,286,286,1241,1241,1241,1,1,1,NA,NA,NA,5.65599181081985
"7517","keybladejediqueen",1,1,1,1,439,439,439,439,508,508,508,1,1,1,NA,NA,NA,6.08449941307517
"7518","KeysToTheStars",1,1,1,1,37,37,37,37,825,825,825,1,1,1,NA,NA,NA,3.61091791264422
"7519","kfc_chickenyo",1,1,1,1,229,229,229,229,878,878,878,1,1,1,NA,NA,NA,5.43372200355424
"7520","kgirl1",18,6,1.64285714285714,1,135,1673,536,608.263157894737,1080,955,2613.10526315789,1,4,1.26315789473684,NA,NA,NA,6.410607613809
"7521","Khalid",1,1,1,1,657,657,657,657,5262,5262,5262,1,1,1,NA,NA,NA,6.48768401848461
"7522","KhamanV",2,1,1,1,132,3295,1713.5,1713.5,2309,2441,2375,1,1,1,NA,NA,NA,7.44629334131466
"7523","khan_locked",1,1,1,1,685,685,685,685,756,756,756,1,1,1,NA,NA,NA,6.52941883826223
"7524","kheradihr",1,1,1,1,580,580,580,580,2780,2780,2780,1,1,1,NA,NA,NA,6.36302810354046
"7525","KhickenAndKheesecake (Capns_scrolls)",1,1,1,1,711,711,711,711,7175,7175,7175,5,5,5,NA,NA,NA,6.56667242980324
"7526","KHook",1,1,1,1,326,326,326,326,1280,1280,1280,1,1,1,NA,NA,NA,5.78689738136671
"7527","Khrysaetos",3,3,1,1,156,592,371,373,2038,505,966.666666666667,1,1,1,NA,NA,NA,5.92157841964382
"7528","Ki_Ken_Tai_Ichi",3,1.5,1.5,1,130,1105,221.5,419.5,1648,929,1312.25,1,1,1,NA,NA,NA,6.03906352590726
"7529","KianRai_Delcam",5,5,1.66666666666667,1,603,2241,897,1127.6,1093,867,1387.2,1,2,1.2,NA,NA,NA,7.02784675923996
"7530","KianRai_Delcam (orphan_account)",1,1,1,1,10997,10997,10997,10997,33406,33406,33406,15,15,15,NA,NA,NA,9.30537778731093
"7531","kib2374",1,1,1,1,936,936,936,936,26441,26441,26441,8,8,8,NA,NA,NA,6.84161547647759
"7532","Kibbers",2,1,1,1,2540,4000,3270,3270,1400,2865,2132.5,1,1,1,NA,NA,NA,8.0925452638913
"7533","kidcorvid",1,1,1,1,445,445,445,445,393,393,393,1,1,1,NA,NA,NA,6.09807428216624
"7534","kiddevil",2,1,1,1,871,1068,969.5,969.5,1298,6383,3840.5,1,2,1.5,NA,NA,NA,6.87678047468271
"7535","KieranIcarus",1,1,1,1,8257,8257,8257,8257,2434,2434,2434,1,1,1,NA,NA,NA,9.01881660441743
"7536","Kierkegarden",4,2,1.25,1,197,5331,1131,1947.5,1059,568,1456.75,1,1,1,NA,NA,NA,7.5743017777449
"7537","Kieron_ODuibhir",3,1,1,1,1129,5178,2275,2860.66666666667,1822,8382,5382.33333333333,1,2,1.33333333333333,NA,NA,NA,7.95880997688336
"7538","Kihvod",3,1.5,1,1,206,821,543,523.333333333333,1200,4382,3132.33333333333,1,1,1,"nanOmega (Star Wars: The Bad Batch)","Hunter (Star Wars: The Bad Batch)","Tech (Star Wars: The Bad Batch)",6.26021860967424
"7539","kiii17",2,2,1,1,321,420,370.5,370.5,1051,3856,2453.5,1,1,1,NA,NA,NA,5.91485344473614
"7540","KikaKatTIOI",2,1,1,1,248,946,597,597,104363,95778,100070.5,31,79,55,NA,NA,NA,6.3919171133926
"7541","Kiliann",1,1,1,1,468,468,468,468,701,701,701,1,1,1,NA,NA,NA,6.14846829591765
"7542","killaidanturner",1,1,1,1,584,584,584,584,897,897,897,1,1,1,NA,NA,NA,6.36990098282823
"7543","Killaway",2,1,1,1,12,13,12.5,12.5,2403,774,1588.5,1,1,1,"Finn & Original Female CharacterFinn (Star Wars)","Original Female Character(s)","Original First Order Characters (Star Wars)Dialogue Heavy",2.52572864430826
"7544","Killbothtwins",3,1,1,1,1629,28237,12680,14182,19080,5427,9054,1,2,1.33333333333333,NA,NA,NA,9.55972883386394
"7545","Killde_Achilles",1,1,1,1,953,953,953,953,1120,1120,1120,1,1,1,NA,NA,NA,6.8596149036542
"7546","killerkisses",1,1,1,1,566,566,566,566,1090,1090,1090,1,1,1,NA,NA,NA,6.33859407820318
"7547","killerklowns",1,1,1,1,35,35,35,35,5619,5619,5619,1,1,1,NA,NA,NA,3.55534806148941
"7548","killerqueenbi",1,1,1,1,1864,1864,1864,1864,1370,1370,1370,1,1,1,NA,NA,NA,7.53047999524554
"7549","KillingTwoStonesWithOneBird",1,1,1,1,795,795,795,795,2309,2309,2309,1,1,1,NA,NA,NA,6.67834211465433
"7550","killjoywhatsername",6,2,1.66666666666667,1,190,2105,1191,1127,1041,803,1481.375,1,1,1,NA,NA,NA,7.02731451403978
"7551","Killtheselights",2,2,1,1,882,1244,1063,1063,1486,1533,1509.5,1,1,1,NA,NA,NA,6.96885037834195
"7552","Killwaii",1,1,1,1,541,541,541,541,944,944,944,1,1,1,NA,NA,NA,6.29341927884648
"7553","kim_onka",1,1,1,1,308,308,308,308,607,607,607,1,1,1,NA,NA,NA,5.73009978297357
"7554","Kimageddon",1,1,1,1,60,614,68,247.333333333333,1394,886,1420,1,1,1,NA,NA,NA,5.51073695449927
"7555","kimaracretak",21,5.25,1.44444444444444,1.01666666666667,56,2535,336,437.875,100,946,1058.625,1,4,1.125,NA,NA,NA,6.08193348151765
"7556","kimchiboy",1,1,1,1,1996,1996,1996,1996,8477,8477,8477,1,1,1,NA,NA,NA,7.59890045687141
"7557","Kimegite",1,1,1,1,3505,3505,3505,3505,32785,32785,32785,5,5,5,NA,NA,NA,8.16194579946869
"7558","KimHoppy",1,1,1,1,14176,14176,14176,14176,35084,35084,35084,6,6,6,NA,NA,NA,9.55930567284486
"7559","Kimipedia",1,1,1,1,277,277,277,277,9206,9206,9206,1,1,1,NA,NA,NA,5.62401750618734
"7560","kimirce",3,1,1,1,1329,3098,2199,2208.66666666667,2447,6331,4462.66666666667,1,1,1,NA,NA,NA,7.70014429419173
"7561","kimisakumi",1,1,1,1,1416,1416,1416,1416,381,381,381,1,1,1,NA,NA,NA,7.25559127425367
"7562","kimisanerd",1,1,1,1,151,151,151,151,720,720,720,2,2,2,NA,NA,NA,5.01727983681492
"7563","kindaquirky",1,1,1,1,19,19,19,19,3618,3618,3618,1,1,1,NA,NA,NA,2.94443897916644
"7564","KindlerOfStars",1,1,1,1,437,437,437,437,1010,1010,1010,1,1,1,NA,NA,NA,6.07993319509559
"7565","king_arthur_ii",1,1,1,1,195,195,195,195,866,866,866,1,1,1,NA,NA,NA,5.27299955856375
"7566","king_edmund",1,1,1,1,1734,1734,1734,1734,1787,1787,1787,1,1,1,NA,NA,NA,7.45818615734049
"7567","King_George_the_only",1,1,1,1,221,221,221,221,2090,2090,2090,1,1,1,NA,NA,NA,5.39816270151775
"7568","KingArthurWasARoman",3,3,1,1,133,390,153.5,207.5,13090,753,4454.75,1,5,5.25,NA,NA,NA,5.33513133967075
"7569","kingaugster",1,1,1,1,644,644,644,644,1207,1207,1207,1,1,1,NA,NA,NA,6.46769872610435
"7570","KingClowncore",1,1,1,1,71,71,71,71,2174,2174,2174,1,1,1,NA,NA,NA,4.26267987704132
"7571","kingdomchild",1,1,1,1,92,92,92,92,4593,4593,4593,1,1,1,NA,NA,NA,4.52178857704904
"7572","KingdomOfIsolation",1,1,1,1,741,741,741,741,1225,1225,1225,1,1,1,NA,NA,NA,6.60800062529609
"7573","Kingknome",2,1,1,1,263,289,276,276,388,399,393.5,1,1,1,NA,NA,NA,5.62040086571715
"7574","KingKoschei",1,1,1,1,1589,2328,1958.5,1958.5,2093,4115,3104,1,1,1,NA,NA,NA,7.57993415310589
"7575","KingoftheUzbeks",1,1,1,1,424,424,424,424,1095,1095,1095,1,1,1,NA,NA,NA,6.04973345523196
"7576","KingOfTortoises",1,1,1,1,1774,1774,1774,1774,1381,1381,1381,1,1,1,NA,NA,NA,7.48099216286952
"7577","KingRat77",1,1,1,1,51,51,51,51,327,327,327,1,1,1,NA,NA,NA,3.93182563272433
"7578","KingSaturn",1,1,1,1,316,316,316,316,7,7,7,1,1,1,NA,NA,NA,5.75574221358691
"7579","Kingsfoot34",1,1,1,1,150,150,150,150,164,164,164,1,1,1,NA,NA,NA,5.01063529409626
"7580","Kingsforcedvacation",2,1,1,1,1485,1906,1695.5,1695.5,1400,6282,3841,1,8,4.5,NA,NA,NA,7.43573296156569
"7581","KingSkywalker7",3,3,1.5,1,241,1077,282,533.333333333333,1889,32179,12312.3333333333,1,7,3,NA,NA,NA,6.27914661955976
"7582","KingSubmar",2,2,1,1,748,4424,2586,2586,0,4317,2158.5,1,1,1,NA,NA,NA,7.8578675593318
"7583","Kingsword",1,1,1,1,306,306,306,306,485,485,485,1,1,1,NA,NA,NA,5.72358510195238
"7584","KingxLeon21",1,1,1,1,171,171,171,171,817,817,817,1,1,1,NA,NA,NA,5.14166355650266
"7585","Kintsukuroihearts",1,1,1,1,186,364,191,247,1089,747,1048,1,1,1,NA,NA,NA,5.50938833662798
"7586","Kinui",1,1,1,1,312,312,312,312,2705,2705,2705,1,1,1,NA,NA,NA,5.74300318780948
"7587","Kippur",2,1,1,1,104,3400,1752,1752,5986,6481,6233.5,6,6,6,NA,NA,NA,7.46851327149634
"7588","kira_khaleesi",12,12,2,1.09090909090909,79,981,333,406.0625,1149,977,1443.25,1,3,1.1875,NA,NA,NA,6.00650708864075
"7589","KiraC336",1,1,1,1,86,86,86,86,825,825,825,1,1,1,NA,NA,NA,4.45434729625351
"7590","kirajustwrites",2,2,1,1,550,855,702.5,702.5,12754,8123,10438.5,10,9,9.5,NA,NA,NA,6.5546454012079
"7591","Kiraly",1,1,1,1,466,466,466,466,184,184,184,1,1,1,NA,NA,NA,6.14418563412565
"7592","KiraRey_KyloBen",1,1,1,1,1749,1749,1749,1749,81472,81472,81472,19,19,19,NA,NA,NA,7.4667994750186
"7593","kiriame",4,2,2,1,520,947,608.5,671,14429,5519,10923.75,1,1,1,NA,NA,NA,6.50876913697168
"7594","Kirilie",3,3,1.5,1,152,378,245,258.333333333333,13810,5785,6665,1,1,1,NA,NA,NA,5.55425074068524
"7595","Kirito12399321",1,1,1,1,166,166,166,166,1651,1651,1651,1,1,1,NA,NA,NA,5.11198778835654
"7596","Kirjavi",1,1,1,1,66,66,66,66,1304,1304,1304,1,1,1,NA,NA,NA,4.18965474202643
"7597","kirkwaltz (orphan_account)",2,2,1,1,250,1073,661.5,661.5,1445,852,1148.5,1,1,1,NA,NA,NA,6.49450998355501
"7598","KirkyPet",1,1,1,1,110,110,110,110,492,492,492,1,1,1,NA,NA,NA,4.70048036579242
"7599","Kirrond",2,2,1,1,46,380,59,121,1543,577,1026.4,1,5,2,NA,NA,NA,4.79579054559674
"7600","kirynt",1,1,1,1,605,1244,924.5,924.5,1175,2786,1980.5,1,1,1,NA,NA,NA,6.82925305082718
"7601","KissedByNightshade",1,1,1,1,129,129,129,129,3683,3683,3683,1,1,1,NA,NA,NA,4.85981240436167
"7602","kissofbelladonna",8,8,2.66666666666667,1.14285714285714,162,2859,721,995.555555555556,1000,500,1351.11111111111,1,1,1,NA,NA,NA,6.90330092863276
"7603","kisstheprincessofpurewhite",1,1,1,1,456,456,456,456,17019,17019,17019,7,7,7,NA,NA,NA,6.12249280951439
"7604","KisVani",10,5,1.25,1,38,702,121,168.35,1015,757,857.2,1,1,1,NA,NA,NA,5.12604514560708
"7605","Kit_Carson",1,1,1,1,874,874,874,874,537,537,537,1,1,1,NA,NA,NA,6.77308037565554
"7606","kit_fox",2,2,1,1,163,1993,1078,1078,1669,432,1050.5,1,1,1,NA,NA,NA,6.98286275146894
"7607","Kit2000andAnna",2,2,1,2,224,810,517,517,4536,4973,4754.5,1,1,1,NA,NA,NA,6.24804287450843
"7608","kitbug",1,1,1,1,124,124,124,124,471,471,471,1,1,1,NA,NA,NA,4.82028156560504
"7609","KitePiper",2,2,1,1,496,948,722,722,701,806,753.5,1,1,1,NA,NA,NA,6.58202513889283
"7610","KitFangirls",2,1,1,1,1456,10509,2245,4736.66666666667,1220,35271,13160,1,12,4.66666666666667,NA,NA,NA,8.46308893242304
"7611","kithenrietta",1,1,1,1,37,37,37,37,1458,1458,1458,1,1,1,NA,NA,NA,3.61091791264422
"7612","Kithera",29,9.66666666666667,1.46785714285714,1.03333333333333,10,2333,77,165.142857142857,1035,853,5469.48571428571,1,9,4.22857142857143,NA,NA,NA,5.10681090017701
"7613","KitiaraM",3,1,1,1,65,1133,140,446,10680,864,4221.33333333333,1,7,3,NA,NA,NA,6.10031895202006
"7614","kitkatkaylie",1,1,1,1,352,352,352,352,3365,3365,3365,1,1,1,NA,NA,NA,5.8636311755981
"7615","KitKatOfMidgard",2,2,1,1,339,381,360,360,697,884,790.5,1,1,1,NA,NA,NA,5.88610403145016
"7616","kitkatt0430",9,3,1.06666666666667,1,27,1044,97,203.714285714286,1455,935,1530.71428571429,1,1,1,NA,NA,NA,5.31671845191893
"7617","kitkatz221",1,1,1,1,419,419,419,419,807,807,807,1,1,1,NA,NA,NA,6.03787091992214
"7618","kitnjinx",4,2,1,1,1468,9897,1759.5,3721,1403,975,8295,1,2,5,NA,NA,NA,8.22174772834662
"7619","kitseybarbours",1,1,1,1,1298,1298,1298,1298,2293,2293,2293,1,1,1,NA,NA,NA,7.16857989726403
"7620","Kitsune_Moonstar",2,2,1,1,438,574,506,506,645,784,714.5,1,1,1,NA,NA,NA,6.22653666928747
"7621","Kitsune_Scribe",1,1,1,1,190,190,190,190,308,308,308,1,1,1,NA,NA,NA,5.24702407216049
"7622","KitsuneBi22",3,3,1.5,1,292,1169,676.5,645.875,121,723,313.625,1,2,1.125,NA,NA,NA,6.47060598660735
"7623","kitsunesongs",1,1,1,1,1922,1922,1922,1922,667,667,667,1,1,1,NA,NA,NA,7.56112158953024
"7624","kittandchips",4,2,1,1,1476,4418,1987,2467,2307,9064,5398.25,1,2,1.25,NA,NA,NA,7.81075811652936
"7625","Kittenlzlz",2,1,1,1,342,6092,3217,3217,1485,2644,2064.5,1,1,1,NA,NA,NA,8.07620452723903
"7626","Kittens",11,2.2,1,1,25,494,208,249.846153846154,0,3998,1720.23076923077,1,1,1,NA,NA,NA,5.52084534382003
"7627","kittensandcake",1,1,1,1,665,665,665,665,3416,3416,3416,1,1,1,NA,NA,NA,6.49978704065585
"7628","kittensmctavish",2,1,1,1,194,5513,2853.5,2853.5,20562,9107,14834.5,1,8,4.5,NA,NA,NA,7.95630158997676
"7629","KittenThyme (kittenpyjamas)",1,1,1,1,526,526,526,526,262,262,262,1,1,1,NA,NA,NA,6.26530121273771
"7630","kitterkat100",2,1,1,1,407,719,563,563,560,590,575,1,1,1,NA,NA,NA,6.33327962813969
"7631","kittfisto",5,2.5,1.5,1,93,792,556,472,1019,6556,3891.2,1,3,1.8,NA,NA,NA,6.15697898558556
"7632","Kittiarta",7,3.5,1.75,1,20,1582,313.5,478.625,1437,405,456,1,3,1.25,NA,NA,NA,6.17091740979746
"7633","kittiesgalore101 (kittesgalore101)",1,1,1,1,500,500,500,500,794,794,794,1,1,1,NA,NA,NA,6.21460809842219
"7634","kittona",13,4.33333333333333,2.33333333333333,1,20,1257,147.5,252.6875,1147,88,416.4375,1,6,1.375,"Obi-Wan Kenobi/Anakin SkywalkerObi-Wan Kenobi","Anakin SkywalkerAlternate Universe - Modern Setting","Dogs",5.53215354740099
"7635","KittsFics",2,2,1,1,100,927,406,477.666666666667,1078,3481,1968.33333333333,1,1,1,NA,NA,NA,6.16891313916006
"7636","Kitty_18",2,2,1,1,412,1743,1077.5,1077.5,371,858,614.5,1,1,1,NA,NA,NA,6.9823988219779
"7637","Kitty_Shinju (Queen_Kit)",1,1,1,1,222,222,222,222,2417,2417,2417,3,3,3,NA,NA,NA,5.40267738187228
"7638","kitty_thorn",1,1,1,1,2173,2173,2173,2173,9085,9085,9085,8,8,8,NA,NA,NA,7.68386398025643
"7639","KittyAlarm",1,1,1,1,103,103,103,103,571,571,571,1,1,1,NA,NA,NA,4.63472898822964
"7640","kittychan_in_wonderland",1,1,1,1,466,466,466,466,200,200,200,1,1,1,NA,NA,NA,6.14418563412565
"7641","Kittycombs",5,2.5,1.25,1,434,1653,978,1021.33333333333,1700,600,1775.33333333333,1,1,1,NA,NA,NA,6.92886424219237
"7642","Kittyhawk",7,1.75,1.125,1,191,2540,548,861.444444444444,1218,970,1064,1,1,1,NA,NA,NA,6.75861056688274
"7643","KittyPaw (orphan_account)",17,8.5,1.70833333333333,1.05555555555556,64,11991,1365.5,1809.03846153846,1018,964,2048,1,8,1.69230769230769,NA,NA,NA,7.50055074638457
"7644","kittypeas",1,1,1,1,1872,1872,1872,1872,3249,3249,3249,2,2,2,NA,NA,NA,7.53476265703754
"7645","Kitwarrior24",1,1,1,1,662,662,662,662,1189,1189,1189,1,1,1,NA,NA,NA,6.49526555593701
"7646","Kiwikaktus (Foreverforgotten1)",1,1,1,1,4401,4401,4401,4401,4016,4016,4016,5,5,5,NA,NA,NA,8.38958706681109
"7647","kiwisson",1,1,1,1,3193,3193,3193,3193,2343,2343,2343,1,1,1,NA,NA,NA,8.06871619271478
"7648","kiwisunice",3,3,1.5,1,22,616,511,383,434,970,745.333333333333,1,1,1,NA,NA,NA,5.94803498918065
"7649","kixlives",2,2,1,1,25,89,57,57,3349,9113,6231,2,4,3,NA,NA,NA,4.04305126783455
"7650","Kixs_Wife",9,3,1.33333333333333,1,11,1833,684,769.555555555556,1126,565,1815.66666666667,1,5,1.77777777777778,NA,NA,NA,6.64581314762615
"7651","kiyarasabel",1,1,1,1,306,306,306,306,4727,4727,4727,3,3,3,NA,NA,NA,5.72358510195238
"7652","Kiyoykin",5,2.5,1.5,1,103,371,281,232.714285714286,0,776,110.857142857143,1,5,1.57142857142857,"WTF","Winter Temporary Fandom Kombat 2023","Crafts",5.44981145954673
"7653","Kiyral",1,1,1,1,246,246,246,246,797,797,797,1,1,1,NA,NA,NA,5.50533153593236
"7654","kizuna030",9,3,1.11111111111111,1,156,804,318.5,361.714285714286,1028,638,1720.14285714286,1,1,1,NA,NA,NA,5.89085463420875
"7655","kj_feybarn",23,4.6,1.275,1.05,1271,133527,10048,21772.4848484848,121366,7800,13395.5151515152,1,4,2.66666666666667,"Obi-Wan Kenobi & R2-D2","Boba Fett & Obi-Wan Kenobi","Boba Fett & R2-D2",9.98840228866516
"7656","Kjam",2,1,1,1,494,1135,814.5,814.5,1053,743,898,1,1,1,NA,NA,NA,6.7025744280421
"7657","Kjellarnen",1,1,1,1,436,436,436,436,5161,5161,5161,1,1,1,NA,NA,NA,6.07764224334903
"7658","KJGooding",3,3,1,1,320,593,415,442.666666666667,13980,6833,7436,1,4,2,NA,NA,NA,6.09281704136827
"7659","kjnoren",1,1,1,1,37,37,37,37,204,204,204,1,1,1,NA,NA,NA,3.61091791264422
"7660","KJR011301",1,1,1,1,1550,1550,1550,1550,8331,8331,8331,21,21,21,NA,NA,NA,7.34601020991329
"7661","kkismygod",12,4,1.33333333333333,1,635,6097,2168,2467,1056,6422,2734.06666666667,1,2,1.06666666666667,NA,NA,NA,7.81075811652936
"7662","kkkzz",1,1,1,1,258,258,258,258,16853,16853,16853,3,3,3,NA,NA,NA,5.55295958492162
"7663","KL_1819",1,1,1,1,1328,1328,1328,1328,2217,2217,2217,1,1,1,NA,NA,NA,7.19142933003638
"7664","KlarionTheWizard",1,1,1,1,520,520,520,520,2892,2892,2892,1,1,1,NA,NA,NA,6.25382881157547
"7665","Klaud",1,1,1,1,100,100,100,100,1400,1400,1400,1,1,1,NA,NA,NA,4.60517018598809
"7666","klaviergavout",1,1,1,1,2548,2548,2548,2548,878,878,878,1,1,1,NA,NA,NA,7.84306401669205
"7667","KlayterMcCabe",2,1,1,1,232,324,278,278,1075,1706,1390.5,1,1,1,NA,NA,NA,5.62762111369064
"7668","klb",2,2,2,1,60,73,66.5,66.5,17,17,17,1,1,1,NA,NA,NA,4.19720194766181
"7669","KLCtheBookWorm",2,1,1,1,829,1227,1028,1028,11881,847,6364,1,2,1.5,NA,NA,NA,6.93537044601511
"7670","Klea_Strix",1,1,1,1,136,136,136,136,7168,7168,7168,1,1,1,NA,NA,NA,4.91265488573605
"7671","Kleptomite",2,2,1,1,425,666,545.5,545.5,2094,2472,2283,1,1,1,NA,NA,NA,6.30170280527313
"7672","klismaphilia (orphan_account)",1,1,1,1,557,557,557,557,1151,1151,1151,1,1,1,NA,NA,NA,6.32256523992728
"7673","KLMwrites",1,1,1,1,758,758,758,758,4652,4652,4652,3,3,3,"Hunter & Omega (Star Wars: The Bad Batch)","Hunter & Tech (Star Wars: The Bad Batch)","Crosshair & Hunter (Star Wars: The Bad Batch)Hunter (Star Wars: The Bad Batch)",6.63068338564237
"7674","Kloshbet_Chase",3,3,3,1,9,16,16,13.6666666666667,1322,1847,1533,1,1,1,NA,NA,NA,2.6149597780362
"7675","kmandofan90",6,3,1.16666666666667,1,49,1416,415,523.142857142857,1108,982,1064,1,1,1,NA,NA,NA,6.25985457617914
"7676","kmary",1,1,1,1,491,491,491,491,27,27,27,1,1,1,NA,NA,NA,6.19644412779452
"7677","knewwellenough",4,1,1,1,2224,6336,3698,3989,2293,4807,3655.25,1,1,1,NA,NA,NA,8.29129585190541
