"","author","total_posts","avg_posts_year","avg_posts_month","avg_posts_week","min_rating","max_rating","med_rating","avg_rating","min_word_count","max_word_count","avg_word_count","min_paragraph_count","max_paragraph_count","avg_paragraph_count","tag1","tag2","tag3","log_avg_rating"
"160","AberrantRen",1,1,1,1,775,775,775,775,4624,4624,4624,2,2,2,"Rey/Ben Solo","Rey/Ben Solo","Kylo RenBen Solo",6.65286302935335
"161","ABerryRandomWriter",3,3,1.5,1,633,2377,1196,1402,1174,360,973.666666666667,1,1,1,NA,NA,NA,7.24565506759454
"162","abeyance",2,1,1,1,1813,4527,3170,3170,1519,1623,1571,1,1,1,NA,NA,NA,8.06148686687133
"163","Abhorsen44",2,1,1,1,63,1188,625.5,625.5,1479,1691,1585,1,2,1.5,NA,NA,NA,6.43855132990697
"164","abi z (azephirin)",1,1,1,1,2740,2740,2740,2740,1890,1890,1890,1,1,1,NA,NA,NA,7.91571319938212
"165","Abidos",1,1,1,1,1852,1852,1852,1852,2006,2006,2006,1,1,1,NA,NA,NA,7.52402141520612
"166","Abinaryboi",3,3,1.5,1,430,1112,833.5,802.25,1733,859,952.5,1,3,1.5,NA,NA,NA,6.68742027998997
"167","ABitWeird",2,2,1,1,755,1144,949.5,949.5,2923,9420,6171.5,1,1,1,NA,NA,NA,6.85593553025234
"168","ABNarrative",1,1,1,1,58,58,58,58,0,0,0,4,4,4,NA,NA,NA,4.06044301054642
"169","Abnormal_Cleric",2,2,1,1,130,193,161.5,161.5,653,778,715.5,1,1,1,NA,NA,NA,5.08450514266271
"170","AbnormalMind777",2,1,1,1,75,278,176.5,176.5,1097,570,833.5,1,1,1,NA,NA,NA,5.17332087637335
"171","ABooklySolo (ksquared83)",1,1,1,1,373,373,373,373,812,812,812,1,1,1,NA,NA,NA,5.92157841964382
"172","aboutbunnies",1,1,1,1,2043,2043,2043,2043,1549,1549,1549,1,1,1,NA,NA,NA,7.62217459481762
"173","abovetheskies",1,1,1,1,576,576,576,576,1336,1336,1336,1,1,1,NA,NA,NA,6.35610766069589
"174","abp",4,1.33333333333333,1,1,742,2629,1079.5,1382.5,2211,9146,5231.5,1,1,1,"CC-2224","Cody/Obi-Wan KenobiCC-2224","Cody",7.23164873339649
"175","AbrilOpal",1,1,1,1,1808,1808,1808,1808,929,929,929,1,1,1,NA,NA,NA,7.49997654095212
"176","Absolute Toilet (VisceraNight)",1,1,1,1,157,157,157,157,0,0,0,3,3,3,NA,NA,NA,5.05624580534831
"177","ABSOLute06",2,1,1,1,137,591,364,364,476,655,565.5,1,1,1,NA,NA,NA,5.89715386763674
"178","AbsoluteCreed",6,2,1.66666666666667,1,393,4622,1576.5,1915.5,1599,5995,2876.66666666667,1,4,1.5,NA,NA,NA,7.5577339641407
"179","absternr",1,1,1,1,654,654,654,654,11,11,11,1,1,1,NA,NA,NA,6.4831073514572
"180","AbstractionDesolation",3,1,1,1,141,194,177,170.666666666667,1522,2682,1958.66666666667,1,1,1,NA,NA,NA,5.1397123363714
"181","abunchoftookas",2,1,1,1,97,1739,654,830,1402,3935,1889.33333333333,1,2,1.33333333333333,NA,NA,NA,6.72142570079064
"182","ABYSSDEA",1,1,1,1,1368,1368,1368,1368,763,763,763,1,1,1,NA,NA,NA,7.2211050981825
"183","ABZB13",1,1,1,1,229,229,229,229,633,633,633,1,1,1,NA,NA,NA,5.43372200355424
"184","ac2789",1,1,1,1,8,8,8,8,1793,1793,1793,2,2,2,NA,NA,NA,2.07944154167984
"185","AcademiaCrypt",3,1.5,1,1.5,741,2192,753,1228.66666666667,1018,4700,2300.33333333333,1,1,1,NA,NA,NA,7.11368484956166
"186","academyofbrokenhearts",1,1,1,1,445,445,445,445,835,835,835,1,1,1,NA,NA,NA,6.09807428216624
"187","acalderon",1,1,1,1,75,75,75,75,24098,24098,24098,1,1,1,NA,NA,NA,4.31748811353631
"188","Acastus",1,1,1,1,666,666,666,666,5287,5287,5287,1,1,1,NA,NA,NA,6.50128967054039
"189","acatalepsy",1,1,1,1,872,872,872,872,2235,2235,2235,1,1,1,NA,NA,NA,6.77078942390898
"190","acatbyanyothername",18,6,3,1,110,1831,284.5,321.47619047619,100,7404,309.333333333333,1,1,1,NA,NA,NA,5.77292348331845
"191","AcatnamedPhil",2,2,2,1,221,531,376,376,679,734,706.5,1,1,1,NA,NA,NA,5.92958914338989
"192","accidental_amanda",1,1,1,1,902,902,902,902,1385,1385,1385,1,1,1,NA,NA,NA,6.80461452006262
"193","accioearlgrey",1,1,1,1,2337,2337,2337,2337,3169,3169,3169,4,4,4,NA,NA,NA,7.75662333453886
"194","acciopudding",4,2,1.25,1,200,591,506.5,451,0,962,257.25,1,1,1,NA,NA,NA,6.11146733950268
"195","Account_Created",2,2,1,1,105,585,413,367.666666666667,1631,95,1371.33333333333,1,3,1.66666666666667,NA,NA,NA,5.90717673058539
"196","accretiondisk",1,1,1,1,559,559,559,559,2050,2050,2050,1,1,1,NA,NA,NA,6.3261494731551
"197","Acct",4,4,1.33333333333333,1,12,46,18,23.75,197,83,208.625,1,4,1.5,NA,NA,NA,3.16758253048065
"198","acdaniels",1,1,1,1,159,159,159,159,731,731,731,1,1,1,NA,NA,NA,5.06890420222023
"199","Ace Raven of Clan Chaos (Music_is_life_2788)",1,1,1,1,388,388,388,388,593,593,593,1,1,1,NA,NA,NA,5.96100533962327
"200","Ace_Beef",1,1,1,1,99,99,99,99,3165,3165,3165,1,1,1,NA,NA,NA,4.59511985013459
"201","ace_din_djarin",6,3,1,1,148,14765,1826,3601.16666666667,1133,3737,2465,1,1,1,NA,NA,NA,8.18901314601762
"202","Ace_Evergreen",4,2,1.25,1,53,2217,461.5,861.833333333333,173,2804,1256.83333333333,1,1,1,NA,NA,NA,6.75906190316817
"203","Ace_of_Stars",2,2,1,1,1092,1175,1133.5,1133.5,1189,3109,2149,1,4,2.5,NA,NA,NA,7.03306546994758
"204","ace_ofspades",1,1,1,1,175,175,175,175,4574,4574,4574,2,2,2,"CC-3636","104th Battalion","Wolffe & Original Character(s)",5.16478597392351
"205","Ace_sama",3,3,1,1,3147,5607,3772,4175.33333333333,11580,9829,15262,15,5,8,NA,NA,NA,8.33694947441725
"206","Ace20tsf",1,1,1,1,53,53,53,53,5967,5967,5967,5,5,5,NA,NA,NA,3.97029191355212
"207","Acelaces",1,1,1,1,1452,1452,1452,1452,850,850,850,2,2,2,NA,NA,NA,7.28069719538474
"208","ACelestialDream",1,1,1,1,316,316,316,316,1634,1634,1634,1,1,1,NA,NA,NA,5.75574221358691
"209","Aceofstars16",28,9.33333333333333,2.05555555555556,1.06666666666667,342,7546,1314,1443.91176470588,1022,972,1831.33823529412,1,9,1.19117647058824,NA,NA,NA,7.27511121281148
"210","aceosmenok",1,1,1,1,19,19,19,19,1528,1528,1528,1,1,1,NA,NA,NA,2.94443897916644
"211","AceQueenKing",14,3.5,1.29166666666667,1,79,3534,547,903.411764705882,1018,859,2124.70588235294,1,4,1.17647058823529,NA,NA,NA,6.80617844583427
"212","acer (ForTheLoveOfPortalChopping)",1,1,1,1,95,95,95,95,559,559,559,1,1,1,NA,NA,NA,4.55387689160054
"213","AcesArtscape",1,1,1,1,12,12,12,12,372,372,372,1,1,1,NA,NA,NA,2.484906649788
"214","Acespacedweller",1,1,1,1,3064,3064,3064,3064,5841,5841,5841,1,1,1,NA,NA,NA,8.02747653086048
"215","acetheticallyy (judesstfrancis)",3,1.5,1.5,1,730,1572,1202,1176.5,1511,541,1113.25,1,1,1,NA,NA,NA,7.07029920816742
"216","Achellias",4,1,1,1,571,20728,8274,9461.75,119205,64773,53205.25,1,7,7.75,"Obi-Wan Kenobi & Anakin Skywalker","Anakin Skywalker & Ahsoka Tano","Obi-Wan Kenobi & Ahsoka Tano",9.15501263436667
"217","Achernar",2,1,1,1,52,88,70,70,221,446,333.5,1,1,1,NA,NA,NA,4.24849524204936
"218","achilleanobiwan",3,1.5,1,1,1539,17185,9172,9298.66666666667,18741,5467,8943.66666666667,3,9,5,NA,NA,NA,9.13762629968738
"219","achrmy",3,1,1,1,99,1011,661,590.333333333333,2311,963,3646.33333333333,1,6,2.66666666666667,NA,NA,NA,6.38068734911472
"220","AchromaticAgent",1,1,1,1,601,601,601,601,1972,1972,1972,1,1,1,NA,NA,NA,6.39859493453521
"221","acidcheri",1,1,1,1,260,260,260,260,354,354,354,1,1,1,NA,NA,NA,5.56068163101553
"222","acidtonguejenny",1,1,1,1,1241,1241,1241,1241,894,894,894,1,1,1,NA,NA,NA,7.12367278520461
"223","AcieReyloPawesome",1,1,1,1,821,821,821,821,927,927,927,1,1,1,NA,NA,NA,6.71052310945243
"224","ACKenobi11",33,16.5,3.11904761904762,1.0922619047619,214,32857,1195.5,2172.41176470588,1002,988,2174.47058823529,1,9,1.77941176470588,"CC-2224","Cody","Protective Obi-Wan Kenobi",7.68359324167994
"225","AClever_Username",1,1,1,1,1111,1111,1111,1111,2939,2939,2939,2,2,2,NA,NA,NA,7.01301578963963
"226","acolytes",1,1,1,1,403,403,403,403,780,780,780,1,1,1,NA,NA,NA,5.99893656194668
"227","acomplicatedprofession",1,1,1,1,2557,2557,2557,2557,1207,1207,1207,1,1,1,NA,NA,NA,7.84658997529119
"228","aconglish",1,1,1,1,123,123,123,123,1873,1873,1873,1,1,1,"nanCC-2224","Cody","Clone Trooper Jester (Star Wars)",4.81218435537242
"229","acoostic",1,1,1,1,3178,3178,3178,3178,1489,1489,1489,1,1,1,NA,NA,NA,8.06400734709666
"230","ACourtofSnakesandStars",1,1,1,1,869,869,869,869,4482,4482,4482,1,1,1,NA,NA,NA,6.76734312526539
"231","acroamatica",1,1,1,1,3115,3115,3115,3115,2592,2592,2592,1,1,1,NA,NA,NA,8.04398443122155
"232","acrossthemstars",1,1,1,1,342,342,342,342,5299,5299,5299,1,1,1,NA,NA,NA,5.8348107370626
"233","acrossthestar",1,1,1,1,732,804,768,768,2123,2150,2136.5,1,1,1,NA,NA,NA,6.64378973314767
"234","acrossthestrs (sunanimoon)",11,11,1.83333333333333,1,517,3092,1917,1732.2,1247,5781,2719.26666666667,1,1,1,NA,NA,NA,7.45714755589694
"235","ACSkywalker",1,1,1,1,537,537,537,537,10487,10487,10487,3,3,3,NA,NA,NA,6.28599809450886
"236","actualbabe",2,1,1,1,472,3272,1872,1872,1001,3023,2012,1,1,1,NA,NA,NA,7.53476265703754
"237","actualflower",2,2,1,1,687,1808,1247.5,1247.5,1034,733,883.5,1,1,1,NA,NA,NA,7.12889682762567
"238","actuallylailah",1,1,1,1,273,273,273,273,519,519,519,1,1,1,NA,NA,NA,5.60947179518496
"239","ActualWritesThings",4,2,1,1,107,181,124.5,134.25,261,508,348.25,1,1,1,NA,NA,NA,4.89970373338897
"240","acuddlydragon",1,1,1,1,40,40,40,40,1298,1298,1298,1,1,1,NA,NA,NA,3.68887945411394
"241","acuteneurosis",5,2.5,1,1,4575,38376,5965,13160.6,1155,9621,10745,1,4,6.6,NA,NA,NA,9.48498279654516
"242","ad_asterism",1,1,1,1,161,161,161,161,1610,1610,1610,1,1,1,NA,NA,NA,5.08140436498446
"243","AdaliaK",23,11.5,1.64285714285714,1,230,9918,1664,1905.04,10303,564,4669.92,1,3,2.32,NA,NA,NA,7.55225828471569
"244","adam_42_man",1,1,1,1,93,93,93,93,637,637,637,1,1,1,NA,NA,NA,4.53259949315326
"245","adamsadvocate",1,1,1,1,691,691,691,691,1059,1059,1059,1,1,1,NA,NA,NA,6.53813982376767
"246","adamsnackler",1,1,1,1,482,482,482,482,1314,1314,1314,1,1,1,NA,NA,NA,6.1779441140506
"247","adapawn",3,1.5,1.5,1,342,495,438,425,472,979,715.333333333333,1,1,1,NA,NA,NA,6.05208916892442
"248","Adari_Amris",1,1,1,1,256,256,256,256,611,611,611,1,1,1,NA,NA,NA,5.54517744447956
"249","Adarian",2,2,1,1,545,1082,813.5,813.5,1494,4172,2833,1,1,1,NA,NA,NA,6.70134592665909
"250","Adaris",9,3,1.22222222222222,1,748,10910,2699,4019.88888888889,2157,7742,4278.77777777778,1,2,1.11111111111111,NA,NA,NA,8.29900954165121
"251","ADbLOCK",1,1,1,1,1342,1342,1342,1342,832,832,832,1,1,1,NA,NA,NA,7.20191631753163
"252","addictedtoacertainlifestyle",2,1,1,1,137,503,320,320,1376,1917,1646.5,1,1,1,NA,NA,NA,5.76832099579377
"253","Addie_Lover_of_Stories",1,1,1,1,422,422,422,422,3222,3222,3222,3,3,3,NA,NA,NA,6.04500531403601
"254","addieredd",1,1,1,1,93,93,93,93,1618,1618,1618,1,1,1,NA,NA,NA,4.53259949315326
"255","addievader",4,2,1,1,272,844,607,582.5,1135,829,1193.5,1,1,1,NA,NA,NA,6.36732918543986
"256","Addromedia",1,1,1,1,1425,1425,1425,1425,1230,1230,1230,1,1,1,NA,NA,NA,7.26192709270275
"257","ade_wolf_97",1,1,1,1,1486,1486,1486,1486,1470,1470,1470,1,1,1,NA,NA,NA,7.3038432252777
"258","adeclanfan",2,1,1,1,413,1626,1019.5,1019.5,1846,767,1306.5,1,1,1,NA,NA,NA,6.92706759001451
"259","AdelaFromJaneEyre",1,1,1,1,1438,1438,1438,1438,7076,7076,7076,2,2,2,NA,NA,NA,7.27100853828099
"260","AdelaideAnagram",4,2,1.25,1,4,726,82,194.8,218,859,1826.6,1,6,2.6,"nannannan",NA,NA,5.27197339120843
"261","adelcrait",2,1,1,1,654,2566,1610,1610,1379,15132,8255.5,1,2,1.5,NA,NA,NA,7.38398945797851
"262","adella_green",1,1,1,1,447,447,447,447,834,834,834,1,1,1,NA,NA,NA,6.10255859461357
"263","Adelphrexia",1,1,1,1,2986,2986,2986,2986,487,487,487,1,1,1,NA,NA,NA,8.00168997809913
"264","AdenaWolf",1,1,1,1,3407,3407,3407,3407,63006,63006,63006,14,14,14,NA,NA,NA,8.13358741766097
"265","ADGAEA",2,2,2,1,47,236,109,117,1264,411,1209.4,1,1,1,"Orrelios","Kanan Jarrus","Restraints",4.76217393479776
"266","adiduck (book_people)",7,3.5,1,1,903,7045,3854.5,3802.625,1211,9863,6368.75,1,3,1.5,NA,NA,NA,8.24344689670293
"267","AdiGallia9",5,1.66666666666667,1,1,159,1233,391,486,1324,2559,1833.6,1,1,1,NA,NA,NA,6.18620862390049
"268","Adishailan",1,1,1,1,10667,10667,10667,10667,30605,30605,30605,8,8,8,NA,NA,NA,9.27491014262548
"269","ADivingQueen",1,1,1,1,132,132,132,132,2915,2915,2915,1,1,1,NA,NA,NA,4.88280192258637
"270","AdministrativeCatBoy",1,1,1,1,2893,2893,2893,2893,4393,4393,4393,1,1,1,NA,NA,NA,7.97004930497614
"271","Admiral_Byzantium",1,1,1,1,54,54,54,54,1023,1023,1023,1,1,1,"nanNatasi Daala","Han Solonan",NA,3.98898404656427
"272","admiralholdo",1,1,1,1,879,879,879,879,6716,6716,6716,1,1,1,NA,NA,NA,6.77878489768518
"273","AdmiralTDeVanto",2,1,1,1,236,1256,746,746,1288,1707,1497.5,1,1,1,NA,NA,NA,6.61472560020376
"274","ADoctorARoseandAShip",1,1,1,1,220,220,220,220,2203,2203,2203,1,1,1,NA,NA,NA,5.39362754635236
"275","adoghurtling",2,2,1,1,372,526,449,449,4810,802,2806,1,1,1,NA,NA,NA,6.10702288774225
"276","Adolescentcatlady",4,2,1,1,112,333,170,196.25,1616,850,892.25,1,1,1,NA,NA,NA,5.27938935666252
"277","adorabit",1,1,1,1,52,52,52,52,1032,1032,1032,1,1,1,NA,NA,NA,3.95124371858143
"278","AdorableDoom",12,3,1.05,1,190,2022,543.5,764,1071,914,801.333333333333,1,1,1,NA,NA,NA,6.63856778916652
"279","adorably_confused_fallen_angel",1,1,1,1,2717,2717,2717,2717,190,190,190,1,1,1,NA,NA,NA,7.90728360942635
"280","adoranion",1,1,1,1,437,437,437,437,0,0,0,1,1,1,NA,NA,NA,6.07993319509559
"281","adorebranstark",1,1,1,1,2380,2380,2380,2380,960,960,960,1,1,1,NA,NA,NA,7.77485576666552
"282","adoredamianos",2,1,1,1,533,1362,947.5,947.5,1127,1391,1259,1,1,1,NA,NA,NA,6.85382693695658
"283","ADPyramid",1,1,1,1,422,422,422,422,7202,7202,7202,4,4,4,NA,NA,NA,6.04500531403601
"284","adreamingladyknight",1,1,1,1,697,697,697,697,1024,1024,1024,1,1,1,NA,NA,NA,6.54678541076052
"285","adrearner",1,1,1,1,770,770,770,770,1000,1000,1000,1,1,1,NA,NA,NA,6.64639051484773
"286","adrestia_of_the_long_night",7,3.5,1.33333333333333,1,580,14500,3221,3814.72727272727,1305,799,3664.81818181818,1,12,2,NA,NA,NA,8.24662445301827
"287","adrianrr17",1,1,1,1,1889,1889,1889,1889,33470,33470,33470,1,1,1,NA,NA,NA,7.54380286750151
"288","Adsdragonlover",1,1,1,1,5910,5910,5910,5910,450,450,450,1,1,1,NA,NA,NA,8.68440111040014
"289","Adsecula",3,1.5,1,1,240,1736,263,746.333333333333,1112,1397,1285.66666666667,1,1,1,NA,NA,NA,6.61517232793064
"290","Adunno",1,1,1,1,140,140,140,140,204,204,204,1,1,1,NA,NA,NA,4.9416424226093
"291","AdvancedTreeLover",6,2,1.11111111111111,1,79,249,197,182.666666666667,1206,848,2592.16666666667,1,1,1,NA,NA,NA,5.20766299827991
"292","adventurepants",1,1,1,1,1219,1219,1219,1219,3967,3967,3967,1,1,1,NA,NA,NA,7.10578612948127
"293","adversarya",1,1,1,1,1783,1783,1783,1783,784,784,784,1,1,1,NA,NA,NA,7.48605261786314
"294","AdvertisementForTheHeart",3,1.5,1,1,460,3123,1441,1674.66666666667,2056,3012,2419.66666666667,2,3,2.66666666666667,NA,NA,NA,7.42336941947993
"295","aeagle624",1,1,1,1,279,279,279,279,6710,6710,6710,4,4,4,NA,NA,NA,5.63121178182137
"296","Aedyn",1,1,1,1,273,339,306,306,1282,765,1023.5,1,1,1,NA,NA,NA,5.72358510195238
"297","Aegistic",1,1,1,1,426,426,426,426,2592,2592,2592,1,1,1,NA,NA,NA,6.05443934626937
"298","aelandair",1,1,1,1,214,214,214,214,697,697,697,1,1,1,NA,NA,NA,5.36597601502185
"299","Aelfwynn",10,3.33333333333333,1.16666666666667,1,145,2702,440,842.7,1285,6540,8189.4,1,6,4.1,"No Romantic Relationship(s)Tech (Star Wars: The Bad Batch)","Angst","Tech-centric (Star Wars: The Bad Batch)",6.73661102277831
"300","Aelig",5,5,1.25,1,344,3155,1671,1660.375,1014,5089,2098.875,1,32,8.75,NA,NA,NA,7.41479875945267
"301","aelisheva",5,2.5,1,1,52,519,103,164,100,637,408.857142857143,1,1,1,NA,NA,NA,5.0998664278242
"302","Aelyna",1,1,1,1,60,60,60,60,1603,1603,1603,1,1,1,NA,NA,NA,4.0943445622221
"303","Aemilius21",1,1,1,1,166,166,166,166,1551,1551,1551,1,1,1,NA,NA,NA,5.11198778835654
"304","aemondkinslayerx",1,1,1,1,11583,11583,11583,11583,2457,2457,2457,1,1,1,NA,NA,NA,9.35729378493235
"305","AenaFirestar",1,1,1,1,791,791,791,791,1207,1207,1207,1,1,1,NA,NA,NA,6.67329796776765
"306","aenaxes",1,1,1,1,444,682,563,563,2146,2820,2483,1,1,1,NA,NA,NA,6.33327962813969
"307","Aenigmatic",1,1,1,1,1348,1348,1348,1348,3349,3349,3349,1,1,1,NA,NA,NA,7.20637729147225
"308","Aer",1,1,1,1,9721,9721,9721,9721,16687,16687,16687,3,3,3,NA,NA,NA,9.18204377282107
"309","Aerial312",2,2,1,1,365,627,496,496,1286,1706,1496,1,1,1,NA,NA,NA,6.20657592672493
"310","Aeriels_Stories",4,2,2,1,608,4814,2963,2802.6,0,9,10.6,1,1,1,NA,NA,NA,7.93830283673612
"311","Aerumna",1,1,1,1,11,11,11,11,3028,3028,3028,1,1,1,NA,NA,NA,2.39789527279837
"312","Aerykai",3,3,3,1,222,417,307,314.2,1193,848,974.4,1,1,1,NA,NA,NA,5.75002972582152
"313","aeryntheofficial",7,3.5,1.125,1,559,2276,974.5,1248.875,1100,789,1545.875,1,1,1,NA,NA,NA,7.12999842505318
"314","Aeschyli",1,1,1,1,201,201,201,201,2043,2043,2043,1,1,1,NA,NA,NA,5.30330490805908
"315","Aeshdan",1,1,1,1,4037,4037,4037,4037,37243,37243,37243,19,19,19,NA,NA,NA,8.30325712085294
"316","aestethic",1,1,1,1,373,373,373,373,521,521,521,1,1,1,NA,NA,NA,5.92157841964382
"317","aesthetic_gem",1,1,1,1,512,512,512,512,1648,1648,1648,1,1,1,NA,NA,NA,6.23832462503951
"318","Aesthetic_Wreck",1,1,1,1,879,879,879,879,1146,1146,1146,1,1,1,NA,NA,NA,6.77878489768518
"319","aethel",1,1,1,1,26,26,26,26,44,44,44,1,1,1,NA,NA,NA,3.25809653802148
"320","aethel-multivoice (aethel)",5,1.66666666666667,1,1,123,1283,512,522.833333333333,32,66,47.5,1,1,1,NA,NA,NA,6.25926273896262
"321","Aether (ThatAloneOne)",2,2,2,1,425,880,652.5,652.5,27,36,31.5,1,1,1,NA,NA,NA,6.48081113919685
"322","aetherbandit",1,1,1,1,240,240,240,240,1095,1095,1095,1,1,1,"nanGrogu","Baby Yoda","Din DjarinNightmares",5.48063892334199
"323","AetherBunny",7,1.75,1,1,45,1840,312,705.571428571429,1129,975,1170,1,1,1,NA,NA,NA,6.55900801148531
"324","Aetherschreiber",8,2.66666666666667,1.11111111111111,1,207,3228,1035,1136.75,0,67,2993.91666666667,1,5,1.5,NA,NA,NA,7.03592859270512
"325","aethershine",1,1,1,1,501,501,501,501,4140,4140,4140,1,1,1,NA,NA,NA,6.21660610108486
"326","Aethersprite",1,1,1,1,6321,6321,6321,6321,6418,6418,6418,1,1,1,NA,NA,NA,8.7516327024723
"327","aeure",2,2,1,1,136,410,273,273,1330,311,820.5,1,2,1.5,NA,NA,NA,5.60947179518496
"328","aeure (orphan_account)",1,1,1,1,48,48,48,48,199,199,199,1,1,1,NA,NA,NA,3.87120101090789
"329","aexkylo",1,1,1,1,253,253,253,253,372,372,372,1,1,1,NA,NA,NA,5.53338948872752
"330","afearsomecritter (jsaer)",1,1,1,1,978,978,978,978,353,353,353,1,1,1,NA,NA,NA,6.88550967003482
"331","afictionalpointofview",1,1,1,1,1508,1508,1508,1508,1752,1752,1752,1,1,1,NA,NA,NA,7.3185395485679
"332","AFlockOfBagels",1,1,1,1,581,581,581,581,1575,1575,1575,1,1,1,NA,NA,NA,6.36475075685191
"333","afogocado",1,1,1,1,1017,1017,1017,1017,2766,2766,2766,1,1,1,NA,NA,NA,6.92461239604856
"334","afoolserrand78",2,1,1,1,361,1388,874.5,874.5,1174,462,818,1,1,1,NA,NA,NA,6.77365229445866
"335","afoundling",1,1,1,1,150,150,150,150,1822,1822,1822,1,1,1,NA,NA,NA,5.01063529409626
"336","afoxesface",2,2,1,1,611,810,710.5,710.5,1093,1274,1183.5,1,1,1,NA,NA,NA,6.56596894753716
"337","Afraid",1,1,1,1,142,142,142,142,896,896,896,1,1,1,NA,NA,NA,4.95582705760126
"338","afterglowlita",2,1,1,1,300,1255,777.5,777.5,1418,836,1127,1,1,1,NA,NA,NA,6.65608364405339
"339","aftran_942",1,1,1,1,145,145,145,145,563,563,563,1,1,1,NA,NA,NA,4.97673374242057
"340","agalaxywithinyou",2,2,1,1,2241,3333,2787,2787,20915,2300,11607.5,1,6,3.5,NA,NA,NA,7.93272102748195
"341","Agapushka",4,1.33333333333333,1,1,40,388,215,227.4,0,4,5.2,1,1,1,NA,NA,NA,5.42671058131644
"342","AgateHearts",4,2,1.25,1,54,183,65,91.75,2728,784,1217.5,1,1,1,NA,NA,NA,4.51906748693468
"343","agatfulne",2,1,1,1,362,736,549,549,277,368,322.5,1,1,1,NA,NA,NA,6.30809844150953
"344","AgathaG",1,1,1,1,110,110,110,110,12603,12603,12603,5,5,5,NA,NA,NA,4.70048036579242
"345","ageekofalltrades",1,1,1,1,1524,1524,1524,1524,2662,2662,2662,3,3,3,NA,NA,NA,7.32909373624659
"346","agent_ontario",1,1,1,1,108,108,108,108,684,684,684,2,2,2,NA,NA,NA,4.68213122712422
"347","AgentCodywolf",2,1,1,1,1489,1929,1709,1709,2880,3539,3209.5,1,3,2,NA,NA,NA,7.44366368311559
"348","AgentFrostbite",1,1,1,1,46,46,46,46,1260,1260,1260,1,1,1,NA,NA,NA,3.8286413964891
"349","AgentMalkere",2,2,1,1,1577,4578,3077.5,3077.5,1401,871,1136,1,2,1.5,NA,NA,NA,8.03187285805861
"350","AgentMaryMargaretSkitz",3,1.5,1,1,120,493,428,347,1195,3169,2491,1,2,1.33333333333333,NA,NA,NA,5.84932477994686
"351","AgentNerd",5,2.5,1.5,1,790,4494,1836,2374.6,0,4538,2149.4,1,2,1.2,NA,NA,NA,7.77258428123169
"352","Agentpeggicarter",1,1,1,1,2244,2244,2244,2244,907,907,907,1,1,1,NA,NA,NA,7.71601526664259
"353","Agentrogers17",1,1,1,1,1185,1185,1185,1185,4867,4867,4867,1,1,1,NA,NA,NA,7.07749805356923
"354","AgentStannerShipper",1,1,1,1,1178,1178,1178,1178,712,712,712,1,1,1,NA,NA,NA,7.07157336421153
"355","agentvalentina",1,1,1,1,1081,1081,1081,1081,968,968,968,1,1,1,NA,NA,NA,6.98564181763921
"356","ageofgeek",1,1,1,1,1180,1180,1180,1180,511,511,511,1,1,1,NA,NA,NA,7.07326971745971
"357","ageynora willow (haluny)",1,1,1,1,34,34,34,34,5808,5808,5808,1,1,1,NA,NA,NA,3.52636052461616
"358","Aggimagination",1,1,1,1,342,1259,800.5,800.5,1697,5326,3511.5,1,1,1,NA,NA,NA,6.68523653243677
"359","Aggression",1,1,1,1,1427,1427,1427,1427,383,383,383,1,1,1,NA,NA,NA,7.26332961747684
"360","AghMySpleen",1,1,1,1,19,19,19,19,219,219,219,1,1,1,NA,NA,NA,2.94443897916644
"361","aghostatthedoor",1,1,1,1,260,260,260,260,1611,1611,1611,1,1,1,NA,NA,NA,5.56068163101553
"362","agilliandrawings",7,3.5,1,1,6,37,11,15.7142857142857,1027,775,1589.85714285714,1,3,1.28571428571429,NA,NA,NA,2.7545702167371
"363","agirlfromniima",2,1,1,1,437,773,605,605,16931,7894,12412.5,1,1,1,NA,NA,NA,6.40522845803084
"364","agirlinsomefandoms",7,3.5,2.16666666666667,1,1122,2705,1796,1778,1403,9190,6432,1,8,4.14285714285714,NA,NA,NA,7.48324441607385
"365","agoldengalaxy",20,4,1.46666666666667,1.01818181818182,198,5259,985,1637.12,1008,992,2288.04,1,3,1.52,"Omega & Tech (Star Wars: The Bad Batch)","Hunter & Tech (Star Wars: The Bad Batch)Tech (Star Wars: The Bad Batch)","Hunter (Star Wars: The Bad Batch)",7.40069387951037
"366","agrajag",3,1,1,1,1890,2178,2007,2020.5,1006,992,1502.75,1,1,1,NA,NA,NA,7.61110028451853
"367","AGreekDemigod",6,3,1.5,1,163,1117,412.5,543,1293,9604,3202,1,2,1.16666666666667,"CC-2224","Cody/Obi-Wan KenobiObi-Wan Kenobi","CodyAlternate Universe - Modern Setting",6.29710931993394
"368","AgrippaSpoleto",8,4,1.25,1,139,702,376.5,388.125,0,8,165.125,1,4,1.375,NA,NA,NA,5.96132745268774
"369","aguntoaknifefight (Lilith_Childe)",1,1,1,1,111,111,111,111,2263,2263,2263,1,1,1,NA,NA,NA,4.70953020131233
"370","Agustin_drunk",1,1,1,1,242,242,242,242,558,558,558,1,1,1,NA,NA,NA,5.48893772615669
"371","ahandsomebabe",1,1,1,1,1420,1420,1420,1420,4868,4868,4868,1,1,1,NA,NA,NA,7.25841215059531
"372","Ahatmadeofcheese",1,1,1,1,1159,1159,1159,1159,3463,3463,3463,3,3,3,NA,NA,NA,7.05531284333975
